step_index,time_seconds,target_x,target_y,target_z,actual_x,actual_y,actual_z,error_x,error_y,error_z,position_error_norm,experiment_case_id,tcp_label,joint_1,joint_2,joint_3
23,0.46,0.106287,-0.41627,1.132398,0.025837205082374644,-0.5753155753370527,0.9744789813206846,0.08044979491762536,0.1590455753370527,0.15791901867931546,0.23813038654741245,tcp_case_2,tcp_forward_5cm,0.04488571770705974,-0.06493873913046133,0.28625813449010973
24,0.48,0.106287,-0.41627,1.132398,0.02686942677627248,-0.5743321724590607,0.9765071699364996,0.07941757322372753,0.15806217245906068,0.15589083006350046,0.23578115318470885,tcp_case_2,tcp_forward_5cm,0.0467559559448539,-0.06764451992756389,0.29818555676053093
25,0.5,0.106287,-0.41627,1.132398,0.027897461223765213,-0.5733346058459478,0.9785274123200542,0.0783895387762348,0.15706460584594778,0.15387058767994577,0.233431720106899,tcp_case_2,tcp_forward_5cm,0.048626194182648054,-0.07035030072466644,0.3101129790309522
26,0.52,0.106287,-0.41627,1.132398,0.028921241146783423,-0.5723229901983851,0.98053957549745,0.07736575885321659,0.1560529901983851,0.15185842450255005,0.2310821877280636,tcp_case_2,tcp_forward_5cm,0.05049643242044221,-0.073056081521769,0.32204040130137346
27,0.54,0.106287,-0.41627,1.132398,0.029940700157493033,-0.571297442248652,0.982543527949172,0.07634629984250697,0.155027442248652,0.14985447205082802,0.22873265648663618,tcp_case_2,tcp_forward_5cm,0.052366670658236365,-0.07576186231887154,0.33396782357179466
28,0.56,0.106287,-0.41627,1.132398,0.030955772774658906,-0.5702580807347685,0.9845391396360582,0.07533122722534111,0.1539880807347685,0.1478588603639418,0.2263832268340064,tcp_case_2,tcp_forward_5cm,0.05423690889603052,-0.0784676431159741,0.3458952458422159
29,0.58,0.106287,-0.41627,1.132398,0.03196639443972795,-0.569205026374169,0.9865262820249554,0.07432060556027206,0.15293502637416906,0.1458717179750446,0.22403399922311854,tcp_case_2,tcp_forward_5cm,0.05610714713382468,-0.08117342391307665,0.35782266811263713
30,0.6,0.106287,-0.41627,1.132398,0.032972501532628845,-0.568138401836921,0.9885048281140536,0.07331449846737116,0.15186840183692102,0.1438931718859464,0.221685074097065,tcp_case_2,tcp_forward_5cm,0.05797738537161883,-0.0838792047101792,0.3697500903830584
31,0.62,0.106287,-0.41627,1.132398,0.03397403138728324,-0.567058331718503,0.9904746524578969,0.07231296861271677,0.15078833171850298,0.14192334754210312,0.2193365518776787,tcp_case_2,tcp_forward_5cm,0.05984762360941299,-0.08658498550728176,0.3816775126534796
32,0.64,0.106287,-0.41627,1.132398,0.034970922306821896,-0.5659649425121364,0.9924356311920572,0.0713160776931781,0.1496949425121364,0.13996236880794277,0.2169885329541214,tcp_case_2,tcp_forward_5cm,0.061717861847207144,-0.08929076630438432,0.39360493492390086
33,0.66,0.106287,-0.41627,1.132398,0.0359631135785038,-0.5648583625806892,0.994387642057482,0.0703238864214962,0.14858836258068925,0.13801035794251804,0.21464111767146532,tcp_case_2,tcp_forward_5cm,0.0635881000850013,-0.09199654710148687,0.4055323571943221
34,0.68,0.106287,-0.41627,1.132398,0.03695054548833086,-0.5637387221281538,0.9963305644244883,0.06933645451166914,0.14746872212815382,0.1360674355755117,0.21229440631927973,tcp_case_2,tcp_forward_5cm,0.06545833832279546,-0.09470232789858943,0.41745977946474333
35,0.7000000000000001,0.106287,-0.41627,1.132398,0.03793315933535651,-0.5626061531707051,0.9982642793164194,0.0683538406646435,0.14633615317070509,0.13413372068358065,0.2099484991202089,tcp_case_2,tcp_forward_5cm,0.06732857656058962,-0.09740810869569198,0.4293872017351646
36,0.72,0.106287,-0.41627,1.132398,0.038910897445680125,-0.5614607895073487,1.0001886694329443,0.06737610255431989,0.1451907895073487,0.13220933056705575,0.20760349621855237,tcp_case_2,tcp_forward_5cm,0.06919881479838377,-0.10011388949279454,0.4413146240055858
37,0.74,0.106287,-0.41627,1.132398,0.03988370318612717,-0.560302766690164,1.0021036191730035,0.06640329681387283,0.14403276669016402,0.13029438082699651,0.20525949766884094,tcp_case_2,tcp_forward_5cm,0.07106905303617793,-0.1028196702898971,0.45324204627600706
38,0.76,0.106287,-0.41627,1.132398,0.0408515209776069,-0.559132221994153,1.0040090146573912,0.0654354790223931,0.14286222199415305,0.12838898534260879,0.20291660342441506,tcp_case_2,tcp_forward_5cm,0.07293929127397208,-0.10552545108699965,0.46516946854642827
39,0.78,0.106287,-0.41627,1.132398,0.041814296308145954,-0.557949294386698,1.0059047437509712,0.06447270369185405,0.14167929438669807,0.12649325624902885,0.20057491332600083,tcp_case_2,tcp_forward_5cm,0.07480952951176624,-0.1082312318841022,0.47709689081684953
40,0.8,0.106287,-0.41627,1.132398,0.04277197574559252,-0.5567541244966391,1.0077906960845229,0.06351502425440748,0.1404841244966391,0.12460730391547714,0.1982345270902858,tcp_case_2,tcp_forward_5cm,0.0766797677495604,-0.11093701268120476,0.4890243130872708
41,0.8200000000000001,0.106287,-0.41627,1.132398,0.043724506949988036,-0.555546854582978,1.00966676307621,0.06256249305001196,0.13927685458297806,0.12273123692379007,0.19589554429849676,tcp_case_2,tcp_forward_5cm,0.07855000598735455,-0.11364279347830732,0.500951735357692
42,0.84,0.106287,-0.41627,1.132398,0.04467183868560154,-0.5543276285032157,1.0115328379526687,0.06161516131439847,0.13805762850321573,0.12086516204733133,0.19355806438497708,tcp_case_2,tcp_forward_5cm,0.08042024422514871,-0.11634857427540987,0.5128791576281132
43,0.86,0.106287,-0.41627,1.132398,0.045613920832623736,-0.5530965916813328,1.0133888157697122,0.06067307916737627,0.13682659168133288,0.11900918423028783,0.19122218662576657,tcp_case_2,tcp_forward_5cm,0.08229048246294286,-0.11905435507251243,0.5248065798985345
44,0.88,0.106287,-0.41627,1.132398,0.046550704398515996,-0.5518538910754197,1.0152345934326448,0.05973629560148401,0.13558389107541974,0.11716340656735524,0.18888801012718237,tcp_case_2,tcp_forward_5cm,0.08416072070073702,-0.12176013586961498,0.5367340021689557
45,0.9,0.106287,-0.41627,1.132398,0.04748214152901233,-0.5505996751449644,1.0170700697161823,0.058804858470987674,0.13432967514496447,0.11532793028381771,0.1865556338144032,tcp_case_2,tcp_forward_5cm,0.08603095893853117,-0.12446591666671754,0.5486614244393769
46,0.92,0.106287,-0.41627,1.132398,0.04840818551876992,-0.5493340938178068,1.0188951452839745,0.057878814481230084,0.13306409381780687,0.1135028547160255,0.1842251564200556,tcp_case_2,tcp_forward_5cm,0.08790119717632533,-0.1271716974638201,0.5605888467097982
47,0.9400000000000001,0.106287,-0.41627,1.132398,0.04932879082166366,-0.5480572984567693,1.0207097227077258,0.05695820917833635,0.13178729845676934,0.11168827729227426,0.18189667647280602,tcp_case_2,tcp_forward_5cm,0.08977143541411949,-0.12987747826092266,0.5725162689802195
48,0.96,0.106287,-0.41627,1.132398,0.05024391306072471,-0.5467694418259661,1.022513706485909,0.056043086939275295,0.13049944182596612,0.10988429351409112,0.17957029228595361,tcp_case_2,tcp_forward_5cm,0.09164167365191364,-0.1325832590580252,0.5844436912506407
49,0.98,0.106287,-0.41627,1.132398,0.05115350903771551,-0.5454706780568079,1.0243070030620696,0.055133490962284495,0.12920067805680796,0.10809099693793045,0.17724610194603133,tcp_case_2,tcp_forward_5cm,0.0935119118897078,-0.13528903985512777,0.5963711135210619
50,1.0,0.106287,-0.41627,1.132398,0.052057536742343063,-0.544161162613705,1.0260895208427165,0.05422946325765694,0.12789116261370498,0.10630847915728348,0.17492420330141073,tcp_case_2,tcp_forward_5cm,0.09538215012750195,-0.13799482065223032,0.6082985357914832
51,1.02,0.106287,-0.41627,1.132398,0.05295595536110241,-0.5428410522594755,1.027861170214792,0.053331044638897596,0.12657105225947557,0.10453682978520806,0.1726046939509136,tcp_case_2,tcp_forward_5cm,0.09725238836529611,-0.14070060144933288,0.6202259580619044
52,1.04,0.106287,-0.41627,1.132398,0.05384872528575265,-0.5415105050204773,1.0296218635627234,0.052438274714247356,0.1252405050204773,0.10277613643727657,0.17028767123243171,tcp_case_2,tcp_forward_5cm,0.09912262660309026,-0.14340638224643543,0.6321533803323256
53,1.06,0.106287,-0.41627,1.132398,0.05473580812141812,-0.5401696801514568,1.0313715152850476,0.051551191878581884,0.12389968015145686,0.10102648471495246,0.1679732322115527,tcp_case_2,tcp_forward_5cm,0.10099286484088442,-0.146112163043538,0.6440808026027469
54,1.08,0.106287,-0.41627,1.132398,0.055617166694315094,-0.5388187381001387,1.033110041810607,0.05066983330568491,0.12254873810013872,0.09928795818939307,0.16566147367019574,tcp_case_2,tcp_forward_5cm,0.10286310307867857,-0.14881794384064054,0.6560082248731681
55,1.1,0.106287,-0.41627,1.132398,0.05649276505910158,-0.5374578404715571,1.0348373616143138,0.04979423494089843,0.12118784047155712,0.09756063838568618,0.16335249209525882,tcp_case_2,tcp_forward_5cm,0.10473334131647273,-0.15152372463774308,0.6679356471435893
56,1.12,0.106287,-0.41627,1.132398,0.05736256850584465,-0.5360871499921355,1.0365533952324777,0.04892443149415536,0.1198171499921355,0.09584460476752232,0.1610463836672738,tcp_case_2,tcp_forward_5cm,0.10660357955426689,-0.15422950543484565,0.6798630694140105
57,1.1400000000000001,0.106287,-0.41627,1.132398,0.05822654356660712,-0.5347068304735322,1.0382580652776945,0.048060456433392885,0.1184368304735322,0.09413993472230553,0.1587432442490773,tcp_case_2,tcp_forward_5cm,0.10847381779206104,-0.1569352862319482,0.6917904916844319
58,1.16,0.106287,-0.41627,1.132398,0.059084658021649195,-0.5333170467762525,1.0399512964532946,0.04720234197835081,0.1170470467762525,0.09244670354670537,0.15644316937449154,tcp_case_2,tcp_forward_5cm,0.1103440560298552,-0.15964106702905076,0.7037179139548531
59,1.18,0.106287,-0.41627,1.132398,0.059936880905242296,-0.5319179647730402,1.0416330155673443,0.04635011909475771,0.11564796477304023,0.09076498443265568,0.1541462542370226,tcp_case_2,tcp_forward_5cm,0.11221429426764935,-0.1623468478261533,0.7156453362252743
60,1.2,0.106287,-0.41627,1.132398,0.06078318251109569,-0.5305097513120596,1.043303151546199,0.045503817488904315,0.1142397513120596,0.089094848453801,0.15185259367857537,tcp_case_2,tcp_forward_5cm,0.11408453250544351,-0.16505262862325587,0.7275727584956956
61,1.22,0.106287,-0.41627,1.132398,0.061623534397391704,-0.5290925741798692,1.0449616354476068,0.0446634656026083,0.11282257417986924,0.08743636455239323,0.14956228217818315,tcp_case_2,tcp_forward_5cm,0.11595477074323766,-0.1677584094203584,0.7395001807661168
62,1.24,0.106287,-0.41627,1.132398,0.06245790939142938,-0.5276666020642088,1.0466084004733571,0.043829090608570626,0.11139660206420882,0.08578959952664289,0.14727541384076212,tcp_case_2,tcp_forward_5cm,0.11782500898103182,-0.17046419021746098,0.751427603036538
63,1.26,0.106287,-0.41627,1.132398,0.0632862815938728,-0.5262320045165965,1.048243381981472,0.04300071840612721,0.10996200451659649,0.08415461801852797,0.14499208238588543,tcp_case_2,tcp_forward_5cm,0.11969524721882598,-0.17316997101456352,0.7633550253069592
64,1.28,0.106287,-0.41627,1.132398,0.06410862638260736,-0.5247889519147529,1.0498665174979418,0.04217837361739264,0.10851895191475297,0.08253148250205822,0.14271238113657964,tcp_case_2,tcp_forward_5cm,0.12156548545662013,-0.1758757518116661,0.7752824475773805
65,1.3,0.106287,-0.41627,1.132398,0.0649249204161953,-0.5233376154248609,1.0514777467279948,0.04136207958380471,0.10706761542486093,0.08092025327200525,0.14043640300815308,tcp_case_2,tcp_forward_5cm,0.12343572369441429,-0.17858153260876863,0.7872098698478017
66,1.32,0.106287,-0.41627,1.132398,0.06573514163693728,-0.5218781669636653,1.053077011566904,0.04055185836306273,0.10560816696366532,0.0793209884330961,0.13816424049705,tcp_case_2,tcp_forward_5cm,0.12530596193220847,-0.18128731340587123,0.799137292118223
67,1.34,0.106287,-0.41627,1.132398,0.06653926927353272,-0.520410779160429,1.054664256110332,0.039747730726467284,0.10414077916042902,0.07773374388966792,0.13589598566973743,tcp_case_2,tcp_forward_5cm,0.1271762001700026,-0.18399309420297374,0.8110647143886442
68,1.36,0.106287,-0.41627,1.132398,0.06733728384334016,-0.5189356253187499,1.0562394266642001,0.03894971615665985,0.10266562531874995,0.0761585733357999,0.13363173015163252,tcp_case_2,tcp_forward_5cm,0.12904643840779678,-0.18669887500007634,0.8229921366590656
69,1.3800000000000001,0.106287,-0.41627,1.132398,0.06812916715423857,-0.5174528793782516,1.0578024717540926,0.038157832845761436,0.1011828793782516,0.07459552824590743,0.13137156511606635,tcp_case_2,tcp_forward_5cm,0.13091667664559092,-0.18940465579717886,0.8349195589294867
70,1.4000000000000001,0.106287,-0.41627,1.132398,0.06891490230608517,-0.5159627158761517,1.0593533421341848,0.037372097693914835,0.09969271587615175,0.07304465786581527,0.1291155812732942,tcp_case_2,tcp_forward_5cm,0.1327869148833851,-0.19211043659428145,0.846846981199908
71,1.42,0.106287,-0.41627,1.132398,0.06969447369177277,-0.5144653099087254,1.0608919907956997,0.036592526308227236,0.09819530990872544,0.07150600920430028,0.12686386885955517,tcp_case_2,tcp_forward_5cm,0.13465715312117923,-0.19481621739138397,0.8587744034703292
72,1.44,0.106287,-0.41627,1.132398,0.07046786699788275,-0.5129608370926672,1.0624183729748855,0.035819133002117254,0.09669083709266718,0.06997962702511451,0.12461651762618874,tcp_case_2,tcp_forward_5cm,0.1365273913589734,-0.19752199818848656,0.8707018257407505
73,1.46,0.106287,-0.41627,1.132398,0.07123506920493608,-0.5114494735263632,1.063932446160517,0.035051930795063926,0.09517947352636319,0.06846555383948294,0.12237361682881143,tcp_case_2,tcp_forward_5cm,0.13839762959676755,-0.20022777898558908,0.8826292480111716
74,1.48,0.106287,-0.41627,1.132398,0.07199606858724086,-0.5099313957510838,1.065434170100917,0.03429093141275914,0.09366139575108384,0.06696382989908312,0.12013525521656428,tcp_case_2,tcp_forward_5cm,0.14026786783456172,-0.20293355978269167,0.8945566702815929
75,1.5,0.106287,-0.41627,1.132398,0.07275085471233571,-0.5084067807121037,1.066923506810494,0.0335361452876643,0.09213678071210368,0.06547449318950593,0.11790152102143665,tcp_case_2,tcp_forward_5cm,0.14213810607235586,-0.2056393405797942,0.9064840925520141
76,1.52,0.106287,-0.41627,1.132398,0.07349941844003052,-0.5068758057197643,1.068400420575804,0.032787581559969484,0.09060580571976434,0.06399757942419604,0.11567250194767818,tcp_case_2,tcp_forward_5cm,0.14400834431015003,-0.20834512137689679,0.9184115148224354
77,1.54,0.106287,-0.41627,1.132398,0.07424175192104274,-0.5053386484104819,1.0698648779611208,0.03204524807895727,0.08906864841048195,0.06253312203887917,0.1134482851613074,tcp_case_2,tcp_forward_5cm,0.14587858254794417,-0.2110509021739993,0.9303389370928565
78,1.56,0.106287,-0.41627,1.132398,0.07497784859523103,-0.5037954867077143,1.0713168478135264,0.031309151404768976,0.08752548670771437,0.061081152186473586,0.11122895727973081,tcp_case_2,tcp_forward_5cm,0.14774882078573834,-0.21375668297110187,0.9422663593632779
79,1.58,0.106287,-0.41627,1.132398,0.07570770318942696,-0.5022464987828976,1.0727563012675139,0.030579296810573045,0.08597649878289765,0.05964169873248615,0.10901460436148619,tcp_case_2,tcp_forward_5cm,0.14961905902353248,-0.2164624637682044,0.9541937816336991
80,1.6,0.106287,-0.41627,1.132398,0.07643131171486106,-0.5006918630163578,1.074183211749103,0.029855688285138945,0.08442186301635785,0.05821478825089699,0.10680531189612642,tcp_case_2,tcp_forward_5cm,0.15148929726132665,-0.21916824456530698,0.9661212039041204
81,1.62,0.106287,-0.41627,1.132398,0.077148671464191,-0.4991317579582114,1.0755975549794696,0.029138328535809013,0.08286175795821143,0.05680044502053039,0.10460116479426151,tcp_case_2,tcp_forward_5cm,0.1533595354991208,-0.22187402536240952,0.9780486261745416
82,1.6400000000000001,0.106287,-0.41627,1.132398,0.07785978100812563,-0.49756636228926293,1.0769993089780823,0.02842721899187438,0.08129636228926296,0.055398691021917745,0.10240224737778458,tcp_case_2,tcp_forward_5cm,0.15522977373691496,-0.2245798061595121,0.9899760484449629
83,1.6600000000000001,0.106287,-0.41627,1.132398,0.07856464019165033,-0.4959958547819085,1.0783884540653565,0.02772235980834968,0.07972585478190852,0.054009545934643466,0.1002086433702998,tcp_case_2,tcp_forward_5cm,0.1571000119747091,-0.22728558695661463,1.001903470715384
84,1.68,0.106287,-0.41627,1.132398,0.07926325012985122,-0.49442041426105493,1.0797649728648122,0.027023749870148786,0.07815041426105496,0.052633027135187804,0.09802043588778966,tcp_case_2,tcp_forward_5cm,0.15897025021250327,-0.2299913677537172,1.0138308929858053
85,1.7,0.106287,-0.41627,1.132398,0.07995561320334309,-0.49284021956506713,1.0811288503047456,0.02633138679665692,0.07657021956506715,0.05126914969525442,0.09583770742955071,tcp_case_2,tcp_forward_5cm,0.16084048845029741,-0.23269714855081974,1.0257583152562264
86,1.72,0.106287,-0.41627,1.132398,0.08064173305329791,-0.4912554495067483,1.0824800736194076,0.02564526694670209,0.07498544950674835,0.04991792638059245,0.09366053986944002,tcp_case_2,tcp_forward_5cm,0.16271072668809158,-0.2354029293479223,1.0376857375266477
87,1.74,0.106287,-0.41627,1.132398,0.08132161457607946,-0.4896662828343678,1.0838186323496932,0.024965385423920544,0.07339628283436783,0.04857936765030679,0.09148901444747942,tcp_case_2,tcp_forward_5cm,0.16458096492588573,-0.23810871014502485,1.049613159797069
88,1.76,0.106287,-0.41627,1.132398,0.08199526391748134,-0.4880728981927411,1.0851445183433401,0.024291736082518667,0.0718028981927411,0.04725348165665988,0.0893232117618717,tcp_case_2,tcp_forward_5cm,0.1664512031636799,-0.24081449094212742,1.0615405820674904
89,1.78,0.106287,-0.41627,1.132398,0.08266268846657397,-0.4864754740843781,1.0864577257546348,0.023624311533426035,0.0702054740843781,0.045940274245365176,0.08716321176149956,tcp_case_2,tcp_forward_5cm,0.16832144140147404,-0.24352027173922997,1.0734680043379115
90,1.8,0.106287,-0.41627,1.132398,0.08332389684915849,-0.4848741888307004,1.0877582510436286,0.02296310315084152,0.06860418883070041,0.04463974895637146,0.08500909373897862,tcp_case_2,tcp_forward_5cm,0.1701916796392682,-0.24622605253633253,1.0853954266083328
91,1.82,0.106287,-0.41627,1.132398,0.08397889892083306,-0.48326922053334664,1.0890460929748618,0.022308101079166948,0.06699922053334667,0.04335190702513825,0.08286093632436567,tcp_case_2,tcp_forward_5cm,0.17206191787706235,-0.24893183333343508,1.0973228488787539
92,1.84,0.106287,-0.41627,1.132398,0.08462770575966883,-0.48166074703556816,1.0903212526156014,0.02165929424033118,0.06539074703556819,0.042076747384398594,0.08071881747962743,tcp_case_2,tcp_forward_5cm,0.17393215611485652,-0.25163761413053765,1.1092502711491752
93,1.86,0.106287,-0.41627,1.132398,0.08527032965850237,-0.4800489458837288,1.0915837333335825,0.021016670341497637,0.06377894588372884,0.04081426666641752,0.0785828144940116,tcp_case_2,tcp_forward_5cm,0.17580239435265066,-0.2543433949276402,1.1211776934195965
94,1.8800000000000001,0.106287,-0.41627,1.132398,0.08590678411684424,-0.47843399428891575,1.0928335407942655,0.020380215883155764,0.06216399428891578,0.03956445920573448,0.07645300398047558,tcp_case_2,tcp_forward_5cm,0.17767263259044483,-0.2570491757247428,1.1331051156900178
95,1.9000000000000001,0.106287,-0.41627,1.132398,0.08653708383240498,-0.4768160690886721,1.0940706829576012,0.019749916167595027,0.060546069088672105,0.03832731704239878,0.07432946187337723,tcp_case_2,tcp_forward_5cm,0.17954287082823897,-0.2597549565218453,1.145032537960439
96,1.92,0.106287,-0.41627,1.132398,0.08716124469224298,-0.47519534670886104,1.0952951700743108,0.019125755307757022,0.05892534670886107,0.03710282992568925,0.07221226342766374,tcp_case_2,tcp_forward_5cm,0.18141310906603314,-0.26246073731894787,1.1569599602308602
97,1.94,0.106287,-0.41627,1.132398,0.0877792837635363,-0.47357200312566905,1.0965070146816729,0.018507716236463703,0.057302003125669076,0.03589098531832713,0.07010148321985794,tcp_case_2,tcp_forward_5cm,0.18328334730382728,-0.2651665181160504,1.1688873825012813
98,1.96,0.106287,-0.41627,1.132398,0.08839121928397893,-0.4719462138277606,1.0977062315988306,0.017895780716021076,0.05567621382776061,0.03469176840116939,0.06799719515120317,tcp_case_2,tcp_forward_5cm,0.18515358554162145,-0.267872298913153,1.1808148047717026
99,1.98,0.106287,-0.41627,1.132398,0.08899707065180769,-0.4703181537785893,1.0988928379216099,0.017289929348192318,0.05404815377858935,0.03350516207839016,0.06589947245341739,tcp_case_2,tcp_forward_5cm,0.1870238237794156,-0.27057807971025555,1.1927422270421237
100,2.0,0.106287,-0.41627,1.132398,0.08959685841545889,-0.46868799737887973,1.100066853016851,0.016690141584541116,0.052417997378879755,0.032331146983149095,0.06380838769762377,tcp_case_2,tcp_forward_5cm,0.18889406201720976,-0.2732838605073581,1.204669649312545
101,2.02,0.106287,-0.41627,1.132398,0.09019060426286087,-0.4670559184292837,1.1012282985162631,0.01609639573713914,0.050785918429283705,0.031169701483736878,0.061724012807154054,tcp_case_2,tcp_forward_5cm,0.1907643002550039,-0.27598964130446063,1.2165970715829664
102,2.04,0.106287,-0.41627,1.132398,0.0907783310103631,-0.4654220900932272,1.1023771983097908,0.015508668989636903,0.04915209009322724,0.030020801690209264,0.059646419075127424,tcp_case_2,tcp_forward_5cm,0.19263453849279807,-0.27869542210156323,1.2285244938533877
