step_index,time_seconds,reference_body_name,reference_site_name,reference_kind,tool_frame_enabled,tool_label,world_x,world_y,world_z,base_x,base_y,base_z,flange_x,flange_y,flange_z,tool_x,tool_y,tool_z,tool_offset_world_x,tool_offset_world_y,tool_offset_world_z,target_x,target_y,target_z,tool_error_x,tool_error_y,tool_error_z,tool_error_norm,experiment_case_id,joint_1,joint_2,joint_3
24,0.48,Link3,,body,True,default_tool_frame,0.0,0.0,0.0,0.0,0.0,0.65,0.02752752273328162,-0.47943726874461967,1.0632295652746468,0.035182162439970945,-0.6127163736575777,0.6170478907467014,0.007654639706689324,-0.133279104912958,-0.4461816745279455,0.106287,-0.41627,1.132398,0.07110483756002905,0.19644637365757772,0.5153501092532986,0.5560870532165243,target_1,0.057360785379849503,-0.29824923180310087,-0.04820218792632129
25,0.5,Link3,,body,True,default_tool_frame,0.0,0.0,0.0,0.0,0.0,0.65,0.02841332482269128,-0.47578727430628887,1.0689373036315346,0.0366393809959947,-0.6134964490273429,0.6241131640016354,0.008226056173303423,-0.1377091747210541,-0.4448241396298992,0.106287,-0.41627,1.132398,0.0696476190040053,0.19722644902734293,0.5082848359983646,0.5496385517180783,target_1,0.059655216795043486,-0.3101792010752249,-0.05013027544337414
26,0.52,Link3,,body,True,default_tool_frame,0.0,0.0,0.0,0.0,0.0,0.65,0.02927832437780715,-0.4720680520071322,1.0746017848109264,0.03809531035766903,-0.6141915785203016,0.631179678945994,0.008816985979861879,-0.14212352651316942,-0.44342210586493236,0.106287,-0.41627,1.132398,0.06819168964233098,0.19792157852030162,0.501218321054006,0.5431784818459219,target_1,0.06194964821023746,-0.3221091703473489,-0.05205836296042699
27,0.54,Link3,,body,True,default_tool_frame,0.0,0.0,0.0,0.0,0.0,0.65,0.030122086556464204,-0.46828020805656856,1.0802222026285733,0.0395493863862601,-0.614801860737745,0.6382464891402687,0.009427299829795899,-0.1465216526811765,-0.44197571348830456,0.106287,-0.41627,1.132398,0.06673761361373991,0.19853186073774504,0.4941515108597313,0.5367071123842159,target_1,0.06424407962543144,-0.33403913961947296,-0.053986450477479846
28,0.56,Link3,,body,True,default_tool_frame,0.0,0.0,0.0,0.0,0.0,0.65,0.030944182235202528,-0.4644243600515188,1.0857977571714426,0.041001046500226304,-0.615327407809088,0.6453126499786662,0.01005686426502378,-0.15090304775756924,-0.44048510719277634,0.106287,-0.41627,1.132398,0.0652859534997737,0.19905740780908804,0.4870853500213338,0.530224712299845,target_1,0.06653851104062543,-0.345969108891597,-0.05591453799453269
29,0.58,Link3,,body,True,default_tool_frame,0.0,0.0,0.0,0.0,0.0,0.65,0.031744188120083006,-0.4605011368652659,1.091327654911566,0.04244972980865942,-0.6157683453476777,0.6523772188174287,0.01070554168857642,-0.15526720848241182,-0.4389504360941373,0.106287,-0.41627,1.132398,0.06383727019134058,0.19949834534767769,0.4800207811825713,0.5237315507290634,target_1,0.0688329424558194,-0.357899078163721,-0.057842625511585546
30,0.6,Link3,,body,True,default_tool_frame,0.0,0.0,0.0,0.0,0.0,0.65,0.03252168685618951,-0.45651117853425677,1.0968111088189754,0.04389487724410955,-0.616124812404231,0.6594392551026874,0.011373190387920043,-0.15961363386997424,-0.43737185371628795,0.106287,-0.41627,1.132398,0.062392122755890456,0.19985481240423103,0.4729587448973126,0.5172278969641503,target_1,0.07112737387101338,-0.36982904743584505,-0.0597707130286384
31,0.62,Link3,,body,True,default_tool_frame,0.0,0.0,0.0,0.0,0.0,0.65,0.033276267135792764,-0.4524551361428799,1.102247338473716,0.04533593169476811,-0.616396961417922,0.6664978204978351,0.012059664558975343,-0.16394182527504209,-0.43574951797588085,0.106287,-0.41627,1.132398,0.0609510683052319,0.20012696141792202,0.4659001795021649,0.5107140204400785,target_1,0.07342180528620737,-0.3817590167079691,-0.06169880054569125
32,0.64,Link3,,body,True,default_tool_frame,0.0,0.0,0.0,0.0,0.0,0.65,0.034007523805151756,-0.4483336717062337,1.1076355701769163,0.04677233813597893,-0.6165849581651281,0.6735519790103914,0.01276481433082718,-0.1682512864588944,-0.4340835911665248,0.106287,-0.41627,1.132398,0.05951466186402107,0.20031495816512818,0.4588460209896086,0.5041901907212021,target_1,0.07571623670140135,-0.39368898598009316,-0.06362688806274411
33,0.66,Link3,,body,True,default_tool_frame,0.0,0.0,0.0,0.0,0.0,0.65,0.03471505796993037,-0.44414745805090916,1.1129750370609046,0.04820354376105268,-0.616688981705845,0.6806007971183569,0.01348848579112231,-0.17254152365493586,-0.43237423994254776,0.106287,-0.41627,1.132398,0.058083456238947326,0.200418981705845,0.45179720288164316,0.49765667748795067,target_1,0.07801066811659532,-0.4056189552522172,-0.06555497557979695
34,0.68,Link3,,body,True,default_tool_frame,0.0,0.0,0.0,0.0,0.0,0.65,0.03539847709920262,-0.4398971786938125,1.1182649791983512,0.0496289981113523,-0.6167092243277927,0.6876433438960243,0.014230521012149682,-0.1768120456339802,-0.43062163530232683,0.106287,-0.41627,1.132398,0.056658001888647704,0.20043922432779276,0.4447546561039757,0.4911137505235492,target_1,0.08030509953178931,-0.4175489245243412,-0.0674830630968498
35,0.7000000000000001,Link3,,body,True,default_tool_frame,0.0,0.0,0.0,0.0,0.0,0.65,0.03605739512802735,-0.4355835277190449,1.1235046437104228,0.05104815320562787,-0.616645891488213,0.6946786911392424,0.014990758077600516,-0.18106236376916812,-0.42882595257118034,0.106287,-0.41627,1.132398,0.05523884679437214,0.20037589148821305,0.4377193088607576,0.4845616797007452,target_1,0.08259953094698329,-0.42947889379646526,-0.06941115061390266
36,0.72,Link3,,body,True,default_tool_frame,0.0,0.0,0.0,0.0,0.0,0.65,0.03669143255856581,-0.43120720965287074,1.1286932848739355,0.0524604636685696,-0.6164992017533888,0.7017059134901047,0.015769031110003794,-0.185291992100518,-0.4269873713838308,0.106287,-0.41627,1.132398,0.053826536331430405,0.20022920175338882,0.4306920865098953,0.47800073496856177,target_1,0.08489396236217726,-0.4414088630685893,-0.07133923813095551
37,0.74,Link3,,body,True,default_tool_frame,0.0,0.0,0.0,0.0,0.0,0.65,0.037300216559720885,-0.4267689393367905,1.133830164227486,0.05386538685855224,-0.6162693867358823,0.7087240885610533,0.016565170298831353,-0.18950044739909175,-0.4251060756664326,0.106287,-0.41627,1.132398,0.05242161314144777,0.1999993867358823,0.4236739114389467,0.4714311863390638,target_1,0.08718839377737125,-0.4533388323407133,-0.07326732564800836
38,0.76,Link3,,body,True,default_tool_frame,0.0,0.0,0.0,0.0,0.0,0.65,0.037883381065278096,-0.4222694417987486,1.1389145506765541,0.05526238299454893,-0.6159566910295259,0.7157322970583793,0.01737900192927083,-0.1936872492307773,-0.4231822536181748,0.106287,-0.41627,1.132398,0.05102461700545108,0.1996866910295259,0.41666570294162075,0.46485330387414614,target_1,0.08948282519256523,-0.46526880161283735,-0.07519541316506122
39,0.78,Link3,,body,True,default_tool_frame,0.0,0.0,0.0,0.0,0.0,0.65,0.03844056687052067,-0.4177094521224966,1.1439457205975518,0.05665091528217962,-0.6155613721421633,0.7227296229050998,0.018210348411658948,-0.19785192001966673,-0.42121609769245205,0.106287,-0.41627,1.132398,0.04963608471782038,0.19929137214216336,0.4096683770949002,0.458267357672342,target_1,0.0917772566077592,-0.4771987708849614,-0.07712350068211406
40,0.8,Link3,,body,True,default_tool_frame,0.0,0.0,0.0,0.0,0.0,0.65,0.03897142172730444,-0.41308971531513966,1.1489229579408136,0.05803045003887726,-0.6150837004261709,0.7297151533631994,0.01905902831157282,-0.2019939851110312,-0.41920780457761425,0.106287,-0.41627,1.132398,0.04825654996112275,0.19881370042617091,0.40268284663680065,0.45167361785565324,target_1,0.09407168802295318,-0.4891287401570854,-0.07905158819916691
41,0.8200000000000001,Link3,,body,True,default_tool_frame,0.0,0.0,0.0,0.0,0.0,0.65,0.03947560043756348,-0.4084109861728882,1.1538455543325035,0.05940045681813713,-0.6145239590067648,0.736687979155215,0.01992485638057365,-0.20611297283387664,-0.4171575751772885,0.106287,-0.41627,1.132398,0.046886543181862875,0.19825395900676485,0.395710020844785,0.4450723545564034,target_1,0.09636611943814717,-0.5010587094292095,-0.08097967571621977
42,0.84,Link3,,body,True,default_tool_frame,0.0,0.0,0.0,0.0,0.0,0.65,0.03995276494523232,-0.4036740291450457,1.158712809175436,0.060760408532829886,-0.6138824437081223,0.743647194585153,0.02080764358759757,-0.21020841456307665,-0.41506561459028285,0.106287,-0.41627,1.132398,0.04552659146717012,0.1976124437081223,0.38875080541484697,0.4384638379041157,target_1,0.09866055085334115,-0.5129886787013335,-0.08290776323327262
43,0.86,Link3,,body,True,default_tool_frame,0.0,0.0,0.0,0.0,0.0,0.65,0.04040258442656036,-0.3988796181962515,1.1635240297487854,0.06210978157754891,-0.6131594629773207,0.750591897658718,0.021707197150988546,-0.21427984478106915,-0.41293213209006746,0.106287,-0.41627,1.132398,0.0441772184224511,0.19688946297732074,0.381806102341282,0.431848338012414,target_1,0.10095498226853512,-0.5249186479734576,-0.08483585075032547
44,0.88,Link3,,body,True,default_tool_frame,0.0,0.0,0.0,0.0,0.0,0.65,0.04082473537879788,-0.39402853666701226,1.1682785313066755,0.06344805594996872,-0.6123553378061232,0.7575211902028344,0.022623320571170828,-0.2183268011391109,-0.4107573411038411,0.106287,-0.41627,1.132398,0.04283894405003129,0.1960853378061232,0.37487680979716564,0.42522612496595674,target_1,0.10324941368372911,-0.5368486172455815,-0.08676393826737833
45,0.9,Link3,,body,True,default_tool_frame,0.0,0.0,0.0,0.0,0.0,0.65,0.04121890170723565,-0.389121577132542,1.1729756371756344,0.06477471537118755,-0.6114704016506218,0.7644341779844559,0.023555813663951902,-0.22234882451807986,-0.40854145919117846,0.106287,-0.41627,1.132398,0.04151228462881246,0.19520040165062186,0.3679638220155441,0.41859746880739096,target_1,0.10554384509892309,-0.5487785865177056,-0.08869202578443117
46,0.92,Link3,,body,True,default_tool_frame,0.0,0.0,0.0,0.0,0.0,0.65,0.04158477481057838,-0.3841595412599437,1.1776146788509019,0.06608924740503146,-0.6105050003487624,0.7713299708286336,0.02450447259445308,-0.22634545908881865,-0.40628470802226824,0.106287,-0.41627,1.132398,0.04019775259496855,0.19423500034876245,0.3610680291713664,0.41196263952434414,target_1,0.10783827651411707,-0.5607085557898296,-0.09062011330148402
47,0.9400000000000001,Link3,,body,True,default_tool_frame,0.0,0.0,0.0,0.0,0.0,0.65,0.04192205366462987,-0.379143239663755,1.1821949960915714,0.06739114357629189,-0.6094594920357617,0.7782076827358353,0.025469089911662017,-0.23031625237200665,-0.4039873133557362,0.106287,-0.41627,1.132398,0.03889585642370812,0.1931894920357617,0.3541903172641647,0.40532190703644305,target_1,0.11013270792931106,-0.5726385250619537,-0.09254820081853687
48,0.96,Link3,,body,True,default_tool_frame,0.0,0.0,0.0,0.0,0.0,0.65,0.04223044490427614,-0.37407349175988813,1.1867159370145584,0.06867989948787849,-0.6083342470574455,0.7850664319984959,0.026449454583602348,-0.23426075529755738,-0.4016495050160624,0.106287,-0.41627,1.132398,0.037607100512121516,0.19206424705744557,0.3473315680015041,0.3986755411823702,target_1,0.11242713934450503,-0.5845684943340776,-0.09447628833558973
49,0.98,Link3,,body,True,default_tool_frame,0.0,0.0,0.0,0.0,0.0,0.65,0.04250966290374107,-0.3689511256179911,1.1911768581873767,0.06995501493685367,-0.6071296478815186,0.7919053413167879,0.027445352033112606,-0.2381785222635275,-0.3992715168705888,0.106287,-0.41627,1.132398,0.03633198506314633,0.1908596478815186,0.3404926586832121,0.3920238117069527,target_1,0.11472157075969901,-0.5964984636062017,-0.09640437585264258
50,1.0,Link3,,body,True,default_tool_frame,0.0,0.0,0.0,0.0,0.0,0.65,0.04275942985510438,-0.3637769778122594,1.195577124719715,0.07121599402933587,-0.6058460890067923,0.7987235379135897,0.0284565641742315,-0.2420691111945329,-0.39685358680612515,0.106287,-0.41627,1.132398,0.035071005970664135,0.1895760890067923,0.3336744620864103,0.3853669882482941,target_1,0.11701600217489298,-0.6084284328783257,-0.09833246336969544
51,1.02,Link3,,body,True,default_tool_frame,0.0,0.0,0.0,0.0,0.0,0.65,0.04297947584505658,-0.3585518932707236,1.1999161103537954,0.07246234529423914,-0.6044839768703865,0.8055201536486449,0.029482869449182564,-0.2459320835996628,-0.39439595670515054,0.106287,-0.41627,1.132398,0.03382465470576086,0.1882139768703865,0.3268778463513551,0.3787053403249424,target_1,0.11931043359008697,-0.6203584021504498,-0.10026055088674828
52,1.04,Link3,,body,True,default_tool_frame,0.0,0.0,0.0,0.0,0.0,0.65,0.043169538929879084,-0.3532767251230469,1.2041931975535043,0.07369358179583077,-0.603043729752928,0.8122943251318877,0.030524042865951683,-0.24976700462988108,-0.39189887242161653,0.106287,-0.41627,1.132398,0.032593418204169236,0.186773729752928,0.3201036748681123,0.37203913732310717,target_1,0.12160486500528095,-0.6322883714225739,-0.10218863840380113
53,1.06,Link3,,body,True,default_tool_frame,0.0,0.0,0.0,0.0,0.0,0.65,0.04332936520862952,-0.34795233454685576,1.2084077775922821,0.0749092212450826,-0.6015257776817666,0.819045193835929,0.03157985603645309,-0.25357344313491087,-0.38936258375635313,0.106287,-0.41627,1.132398,0.0313777787549174,0.18525577768176665,0.313352806164071,0.36536864848392037,target_1,0.12389929642047492,-0.6442183406946979,-0.10411672592085398
54,1.08,Link3,,body,True,default_tool_frame,0.0,0.0,0.0,0.0,0.0,0.65,0.043458708894515,-0.3425795906126377,1.2125592506397582,0.07610878610979135,-0.599930562332228,0.82577190620768,0.03265007721527635,-0.25735097171959026,-0.3867873444320782,0.106287,-0.41627,1.132398,0.030178213890208652,0.183660562332228,0.30662609379232,0.3586941428907503,target_1,0.1261937278356689,-0.6561483099668218,-0.10604481343790682
55,1.1,Link3,,body,True,default_tool_frame,0.0,0.0,0.0,0.0,0.0,0.65,0.04355733238444095,-0.33715937012723346,1.2166470258471207,0.07729180372345099,-0.598258536926928,0.8324736137791033,0.033734471339010044,-0.2610991667996945,-0.38417341206801736,0.106287,-0.41627,1.132398,0.02899519627654902,0.181988536926928,0.2999243862208967,0.3520158894565713,target_1,0.12848815925086288,-0.6680782792389459,-0.10797290095495969
56,1.12,Link3,,body,True,default_tool_frame,0.0,0.0,0.0,0.0,0.0,0.65,0.0436250063267148,-0.3316925574759535,1.2206705214312084,0.07845780639284818,-0.5965101661331679,0.8391494732770767,0.034832800066133374,-0.2648176086572144,-0.3815210481541317,0.106287,-0.41627,1.132398,0.02782919360715183,0.1802401661331679,0.29324852672292334,0.34533415691139124,target_1,0.13078259066605685,-0.6800082485110699,-0.10990098847201253
57,1.1400000000000001,Link3,,body,True,default_tool_frame,0.0,0.0,0.0,0.0,0.0,0.65,0.043661509686891926,-0.3261800444633493,1.2246291647573102,0.07960633150436351,-0.5946859259584332,0.8457986467323519,0.035944821817471585,-0.26850588149508386,-0.37883051802495826,0.106287,-0.41627,1.132398,0.026680668495636495,0.1784159259584332,0.28659935326764807,0.33864921378974633,target_1,0.13307702208125086,-0.691938217783194,-0.11182907598906539
58,1.16,Link3,,body,True,default_tool_frame,0.0,0.0,0.0,0.0,0.0,0.65,0.043666629811747765,-0.3206227301526712,1.2285223924206656,0.0807369216289562,-0.5927863036440209,0.8524203015875971,0.03707029181720843,-0.2721635734913497,-0.3761020908330685,0.106287,-0.41627,1.132398,0.02555007837104381,0.17651630364402088,0.27997769841240294,0.33196132841826786,target_1,0.1353714534964448,-0.703868187055318,-0.11375716350611823
59,1.18,Link3,,body,True,default_tool_frame,0.0,0.0,0.0,0.0,0.0,0.65,0.04364016249136158,-0.3150215207040404,1.2323496503266487,0.08184912462581018,-0.5908117975568149,0.8590136108045069,0.03820896213444859,-0.2757902768527745,-0.3733360395221418,0.106287,-0.41627,1.132398,0.02443787537418983,0.17454179755681493,0.2733843891954931,0.32527076890332685,target_1,0.1376658849116388,-0.715798156327442,-0.11568525102317109
60,1.2,Link3,,body,True,default_tool_frame,0.0,0.0,0.0,0.0,0.0,0.65,0.04358191201929783,-0.30937732921136946,1.2361103937696296,0.08294249374462076,-0.5887629170792357,0.8655777529699681,0.039360581725322925,-0.27938558786786616,-0.37053264079966153,0.106287,-0.41627,1.132398,0.023344506255379247,0.1724929170792357,0.26682024703003193,0.3185778031187653,target_1,0.13996031632683278,-0.727728125599566,-0.11761333854022393
61,1.22,Link3,,body,True,default_tool_frame,0.0,0.0,0.0,0.0,0.0,0.65,0.043491691250870615,-0.30369107553805924,1.2398040875104974,0.08401658772650292,-0.5866401824973848,0.8721119124012635,0.040524896475632295,-0.2829491069593255,-0.36769217510923385,0.106287,-0.41627,1.132398,0.02227041227349709,0.17037018249738484,0.2602860875987365,0.31188269869372504,target_1,0.14225474774202676,-0.7396580948716901,-0.1195414260572768
