step_index,time_seconds,target_x,target_y,target_z,actual_x,actual_y,actual_z,error_x,error_y,error_z,position_error_norm,experiment_case_id,tcp_label,joint_1,joint_2,joint_3
23,0.46,0.106287,-0.41627,1.132398,0.0758582456322031,-0.47851868627942457,1.0562457411874107,0.030428754367796906,0.06224868627942459,0.07615225881258936,0.10295617785324752,tcp_case_1,tcp_center,0.1572262453094222,-0.28377065727156703,0.0
24,0.48,0.106287,-0.41627,1.132398,0.07842442909443988,-0.47458058019939353,1.0619538141979528,0.02786257090556013,0.05831058019939356,0.07044418580204725,0.0955972276479325,tcp_case_1,tcp_center,0.1637773388639815,-0.2955944346578823,0.0
25,0.5,0.106287,-0.41627,1.132398,0.08093089689939781,-0.4705632619614251,1.0676203728456217,0.025356103100602198,0.05429326196142514,0.06477762715437829,0.08824302373905799,tcp_case_1,tcp_center,0.17032843241854073,-0.3074182120441976,0.0
26,0.52,0.106287,-0.41627,1.132398,0.08337637607058919,-0.46646791154397155,1.0732446249413576,0.022910623929410817,0.050197911543971574,0.05915337505864238,0.08089405907135393,tcp_case_1,tcp_center,0.17687952597309997,-0.3192419894305129,0.0
27,0.54,0.106287,-0.41627,1.132398,0.08575961515882416,-0.46229573302369864,1.078825784210613,0.020527384841175847,0.04602573302369867,0.05357221578938698,0.07355082551114682,tcp_case_1,tcp_center,0.18343061952765924,-0.3310657668168282,0.0
28,0.56,0.106287,-0.41627,1.132398,0.08807938467657099,-0.45804795417392147,1.0843630704032732,0.018207615323429016,0.041777954173921494,0.04803492959672684,0.06621381405784413,tcp_case_1,tcp_center,0.1899817130822185,-0.3428895442031435,0.0
29,0.58,0.106287,-0.41627,1.132398,0.09033447752487522,-0.4537258260551059,1.0898557094027381,0.015952522475124783,0.037455826055105945,0.04254229059726189,0.05888351524876544,tcp_case_1,tcp_center,0.19653280663677777,-0.3547133215894588,0.0
30,0.6,0.106287,-0.41627,1.132398,0.09252370941269303,-0.4493306225975671,1.0953029333341435,0.013763290587306978,0.033060622597567146,0.03709506666585649,0.051560419948578365,tcp_case_1,tcp_center,0.203083900191337,-0.3665370989757741,0.0
31,0.62,0.106287,-0.41627,1.132398,0.09464591926849646,-0.4448636401765092,1.1007039806717123,0.01164108073150355,0.028593640176509227,0.03169401932828775,0.04424502096646518,tcp_case_1,tcp_center,0.20963499374589625,-0.37836087636208937,0.0
32,0.64,0.106287,-0.41627,1.132398,0.09669996964401326,-0.4403261971795501,1.1060580963452145,0.00958703035598675,0.024056197179550154,0.026339903654785557,0.03693781664272259,tcp_case_1,tcp_center,0.21618608730045555,-0.39018465374840466,0.0
33,0.66,0.106287,-0.41627,1.132398,0.09868474710996195,-0.4357196335668748,1.1113645318455305,0.007602252890038061,0.019449633566874847,0.021033468154469492,0.029639319787992422,tcp_case_1,tcp_center,0.2227371808550148,-0.40200843113471996,0.0
34,0.68,0.106287,-0.41627,1.132398,0.10059916264364994,-0.43104531042416705,1.1166225453292902,0.005687837356350062,0.014775310424167076,0.015775454670709843,0.022350084160700886,tcp_case_1,tcp_center,0.22928827440957406,-0.41383220852103525,0.0
35,0.7000000000000001,0.106287,-0.41627,1.132398,0.10244215200830253,-0.42630460950847093,1.1218314017225863,0.0038448479916974726,0.01003460950847096,0.010566598277413686,0.01507080764999002,tcp_case_1,tcp_center,0.2358393679641333,-0.42565598590735054,0.0
36,0.72,0.106287,-0.41627,1.132398,0.10421267612399629,-0.42149893278713296,1.1269903728237367,0.002074323876003717,0.005228932787132989,0.005407627176263308,0.007803011554033156,tcp_case_1,tcp_center,0.2423904615186926,-0.43747976329366584,0.0
37,0.74,0.106287,-0.41627,1.132398,0.10590972143006747,-0.41662970196998367,1.1320987374050893,0.0003772785699325404,0.0003597019699836945,0.00029926259491075413,0.0006010679888774743,tcp_case_1,tcp_center,0.24894155507325183,-0.44930354067998113,0.0
38,0.76,0.106287,-0.41627,1.132398,0.10590972143006747,-0.41662970196998367,1.1320987374050893,0.0003772785699325404,0.0003597019699836945,0.00029926259491075413,0.0006010679888774743,tcp_case_1,tcp_center,0.24894155507325183,-0.44930354067998113,0.0
39,0.78,0.106287,-0.41627,1.132398,0.10590972143006747,-0.41662970196998367,1.1320987374050893,0.0003772785699325404,0.0003597019699836945,0.00029926259491075413,0.0006010679888774743,tcp_case_1,tcp_center,0.24894155507325183,-0.44930354067998113,0.0
40,0.8,0.106287,-0.41627,1.132398,0.10590972143006747,-0.41662970196998367,1.1320987374050893,0.0003772785699325404,0.0003597019699836945,0.00029926259491075413,0.0006010679888774743,tcp_case_1,tcp_center,0.24894155507325183,-0.44930354067998113,0.0
41,0.8200000000000001,0.106287,-0.41627,1.132398,0.10590972143006747,-0.41662970196998367,1.1320987374050893,0.0003772785699325404,0.0003597019699836945,0.00029926259491075413,0.0006010679888774743,tcp_case_1,tcp_center,0.24894155507325183,-0.44930354067998113,0.0
42,0.84,0.106287,-0.41627,1.132398,0.10590972143006747,-0.41662970196998367,1.1320987374050893,0.0003772785699325404,0.0003597019699836945,0.00029926259491075413,0.0006010679888774743,tcp_case_1,tcp_center,0.24894155507325183,-0.44930354067998113,0.0
43,0.86,0.106287,-0.41627,1.132398,0.10590972143006747,-0.41662970196998367,1.1320987374050893,0.0003772785699325404,0.0003597019699836945,0.00029926259491075413,0.0006010679888774743,tcp_case_1,tcp_center,0.24894155507325183,-0.44930354067998113,0.0
44,0.88,0.106287,-0.41627,1.132398,0.10590972143006747,-0.41662970196998367,1.1320987374050893,0.0003772785699325404,0.0003597019699836945,0.00029926259491075413,0.0006010679888774743,tcp_case_1,tcp_center,0.24894155507325183,-0.44930354067998113,0.0
45,0.9,0.106287,-0.41627,1.132398,0.10590972143006747,-0.41662970196998367,1.1320987374050893,0.0003772785699325404,0.0003597019699836945,0.00029926259491075413,0.0006010679888774743,tcp_case_1,tcp_center,0.24894155507325183,-0.44930354067998113,0.0
46,0.92,0.106287,-0.41627,1.132398,0.10590972143006747,-0.41662970196998367,1.1320987374050893,0.0003772785699325404,0.0003597019699836945,0.00029926259491075413,0.0006010679888774743,tcp_case_1,tcp_center,0.24894155507325183,-0.44930354067998113,0.0
47,0.9400000000000001,0.106287,-0.41627,1.132398,0.10590972143006747,-0.41662970196998367,1.1320987374050893,0.0003772785699325404,0.0003597019699836945,0.00029926259491075413,0.0006010679888774743,tcp_case_1,tcp_center,0.24894155507325183,-0.44930354067998113,0.0
48,0.96,0.106287,-0.41627,1.132398,0.10590972143006747,-0.41662970196998367,1.1320987374050893,0.0003772785699325404,0.0003597019699836945,0.00029926259491075413,0.0006010679888774743,tcp_case_1,tcp_center,0.24894155507325183,-0.44930354067998113,0.0
49,0.98,0.106287,-0.41627,1.132398,0.10590972143006747,-0.41662970196998367,1.1320987374050893,0.0003772785699325404,0.0003597019699836945,0.00029926259491075413,0.0006010679888774743,tcp_case_1,tcp_center,0.24894155507325183,-0.44930354067998113,0.0
50,1.0,0.106287,-0.41627,1.132398,0.10590972143006747,-0.41662970196998367,1.1320987374050893,0.0003772785699325404,0.0003597019699836945,0.00029926259491075413,0.0006010679888774743,tcp_case_1,tcp_center,0.24894155507325183,-0.44930354067998113,0.0
51,1.02,0.106287,-0.41627,1.132398,0.10590972143006747,-0.41662970196998367,1.1320987374050893,0.0003772785699325404,0.0003597019699836945,0.00029926259491075413,0.0006010679888774743,tcp_case_1,tcp_center,0.24894155507325183,-0.44930354067998113,0.0
52,1.04,0.106287,-0.41627,1.132398,0.10590972143006747,-0.41662970196998367,1.1320987374050893,0.0003772785699325404,0.0003597019699836945,0.00029926259491075413,0.0006010679888774743,tcp_case_1,tcp_center,0.24894155507325183,-0.44930354067998113,0.0
53,1.06,0.106287,-0.41627,1.132398,0.10590972143006747,-0.41662970196998367,1.1320987374050893,0.0003772785699325404,0.0003597019699836945,0.00029926259491075413,0.0006010679888774743,tcp_case_1,tcp_center,0.24894155507325183,-0.44930354067998113,0.0
54,1.08,0.106287,-0.41627,1.132398,0.10590972143006747,-0.41662970196998367,1.1320987374050893,0.0003772785699325404,0.0003597019699836945,0.00029926259491075413,0.0006010679888774743,tcp_case_1,tcp_center,0.24894155507325183,-0.44930354067998113,0.0
55,1.1,0.106287,-0.41627,1.132398,0.10590972143006747,-0.41662970196998367,1.1320987374050893,0.0003772785699325404,0.0003597019699836945,0.00029926259491075413,0.0006010679888774743,tcp_case_1,tcp_center,0.24894155507325183,-0.44930354067998113,0.0
56,1.12,0.106287,-0.41627,1.132398,0.10590972143006747,-0.41662970196998367,1.1320987374050893,0.0003772785699325404,0.0003597019699836945,0.00029926259491075413,0.0006010679888774743,tcp_case_1,tcp_center,0.24894155507325183,-0.44930354067998113,0.0
57,1.1400000000000001,0.106287,-0.41627,1.132398,0.10590972143006747,-0.41662970196998367,1.1320987374050893,0.0003772785699325404,0.0003597019699836945,0.00029926259491075413,0.0006010679888774743,tcp_case_1,tcp_center,0.24894155507325183,-0.44930354067998113,0.0
