时间,电机位置,电机力矩,关节实际位置（编码器）,关节理论位置（电机转换）,关节指令位置
0.579996,0,0,1.831,0.031957,-0.0298139
0.580996,0,0,1.831,0.031957,-0.0322863
0.581996,0,0,1.831,0.031957,-0.034855
0.582996,0,0,1.831,0.031957,-0.0375197
0.583996,0,0,1.831,0.031957,-0.0402801
0.584996,0,0,1.831,0.031957,-0.0431358
0.585996,0,0,1.831,0.031957,-0.0460864
0.586996,0,0,1.831,0.031957,-0.0491316
0.587996,0,0,1.831,0.031957,-0.052271
0.588996,0,0,1.831,0.031957,-0.0555041
0.589996,0,0,1.831,0.031957,-0.0588306
0.590996,0,0,1.831,0.031957,-0.06225
0.591996,0,0,1.831,0.031957,-0.0657619
0.592996,0,0,1.831,0.031957,-0.0693659
0.593996,0,0,1.831,0.031957,-0.0730614
0.594996,0,0,1.831,0.031957,-0.076848
0.595996,0,0,1.831,0.031957,-0.0807253
0.596996,0,0,1.831,0.031957,-0.0846927
0.597996,0,0,1.831,0.031957,-0.0887498
0.598996,0,0,1.831,0.031957,-0.0928959
0.599996,0,0,1.831,0.031957,-0.0971306
0.600996,0,0,1.831,0.031957,-0.101453
0.601996,0,0,1.831,0.031957,-0.105864
0.602996,0,0,1.831,0.031957,-0.110361
0.603996,0,0,1.831,0.031957,-0.114944
0.604996,0,0,1.831,0.031957,-0.119613
0.605996,0,0,1.831,0.031957,-0.124368
0.606996,0,0,1.831,0.031957,-0.129207
0.607996,0,0,1.831,0.031957,-0.13413
0.608996,0,0,1.831,0.031957,-0.139136
0.609996,0,0,1.831,0.031957,-0.144225
0.610996,0,0,1.831,0.031957,-0.149396
0.611996,0,0,1.831,0.031957,-0.154648
0.612996,0,0,1.831,0.031957,-0.159981
0.613996,0,0,1.831,0.031957,-0.165394
0.614996,0,0,1.831,0.031957,-0.170886
0.615996,0,0,1.831,0.031957,-0.176456
0.616996,0,0,1.831,0.031957,-0.182105
0.617996,0,0,1.831,0.031957,-0.187831
0.618996,0,0,1.831,0.031957,-0.193633
0.619996,0,0,1.831,0.031957,-0.199511
0.620996,0,0,1.831,0.031957,-0.205464
0.621996,0,0,1.831,0.031957,-0.211491
0.622996,0,0,1.831,0.031957,-0.217592
0.623996,0,0,1.831,0.031957,-0.223765
0.624996,0,0,1.831,0.031957,-0.23001
0.625996,0,0,1.831,0.031957,-0.236325
0.626996,0,0,1.831,0.031957,-0.242712
0.627995,0,0,1.831,0.031957,-0.249167
0.628995,0,0,1.831,0.031957,-0.255691
0.629995,0,0,1.831,0.031957,-0.262283
0.630995,0,0,1.831,0.031957,-0.268942
0.631995,0,0,1.831,0.031957,-0.275667
0.632995,0,0,1.831,0.031957,-0.282457
0.633995,0,0,1.831,0.031957,-0.289312
0.634995,0,0,1.831,0.031957,-0.29623
0.635995,0,0,1.831,0.031957,-0.30321
0.636995,0,0,1.831,0.031957,-0.310252
0.637995,0,0,1.831,0.031957,-0.317355
0.638995,0,0,1.831,0.031957,-0.324518
0.639995,0,0,1.831,0.031957,-0.33174
0.640995,0,0,1.831,0.031957,-0.339019
0.641995,0,0,1.831,0.031957,-0.346356
0.642995,0,0,1.831,0.031957,-0.353749
0.643995,0,0,1.831,0.031957,-0.361197
0.644995,0,0,1.831,0.031957,-0.3687
0.645995,0,0,1.831,0.031957,-0.376256
0.646995,0,0,1.831,0.031957,-0.383864
0.647995,0,0,1.831,0.031957,-0.391523
0.648995,0,0,1.831,0.031957,-0.399233
0.649995,0,0,1.831,0.031957,-0.406992
0.650995,0,0,1.831,0.031957,-0.4148
0.651995,0,0,1.831,0.031957,-0.422655
0.652995,0,0,1.831,0.031957,-0.430556
0.653995,0,0,1.831,0.031957,-0.438503
0.654995,0,0,1.831,0.031957,-0.446494
0.655995,0,0,1.831,0.031957,-0.454529
0.656995,0,0,1.831,0.031957,-0.462606
0.657995,0,0,1.831,0.031957,-0.470724
0.658995,0,0,1.831,0.031957,-0.478882
0.659995,0,0,1.831,0.031957,-0.48708
0.660995,0,0,1.831,0.031957,-0.495315
0.661995,0,0,1.831,0.031957,-0.503588
0.662995,0,0,1.831,0.031957,-0.511897
0.663995,0,0,1.831,0.031957,-0.520241
0.664995,0,0,1.831,0.031957,-0.528619
0.665995,0,0,1.831,0.031957,-0.537029
0.666995,0,0,1.831,0.031957,-0.545472
0.667995,0,0,1.831,0.031957,-0.553945
0.668995,0,0,1.831,0.031957,-0.562448
0.669995,0,0,1.831,0.031957,-0.570979
0.670995,0,0,1.831,0.031957,-0.579537
0.671995,0,0,1.831,0.031957,-0.588122
0.672995,0,0,1.831,0.031957,-0.596733
0.673995,0,0,1.831,0.031957,-0.605367
0.674995,0,0,1.831,0.031957,-0.614024
0.675995,0,0,1.831,0.031957,-0.622703
0.676995,0,0,1.831,0.031957,-0.631404
0.677995,0,0,1.831,0.031957,-0.640123
0.678995,0,0,1.831,0.031957,-0.648862
0.679995,0,0,1.831,0.031957,-0.657618
0.680995,0,0,1.831,0.031957,-0.66639
0.681995,0,0,1.831,0.031957,-0.675177
0.682995,0,0,1.831,0.031957,-0.683979
0.683995,0,0,1.831,0.031957,-0.692793
0.684995,0,0,1.831,0.031957,-0.701619
0.685995,0,0,1.831,0.031957,-0.710456
0.686995,0,0,1.831,0.031957,-0.719303
0.687995,0,0,1.831,0.031957,-0.728158
0.688995,0,0,1.831,0.031957,-0.73702
0.689995,0,0,1.831,0.031957,-0.745889
0.690995,0,0,1.831,0.031957,-0.754763
0.691995,0,0,1.831,0.031957,-0.76364
0.692995,0,0,1.831,0.031957,-0.77252
0.693995,0,0,1.831,0.031957,-0.781402
0.694995,0,0,1.831,0.031957,-0.790285
0.695995,0,0,1.831,0.031957,-0.799167
0.696995,0,0,1.831,0.031957,-0.808047
0.697995,0,0,1.831,0.031957,-0.816924
0.698995,0,0,1.831,0.031957,-0.825797
0.699995,0,0,1.831,0.031957,-0.834665
0.700995,0,0,1.831,0.031957,-0.843527
0.701995,0,0,1.831,0.031957,-0.852381
0.702995,0,0,1.831,0.031957,-0.861227
0.703995,0,0,1.831,0.031957,-0.870063
0.704994,0,0,1.831,0.031957,-0.878888
0.705994,0,0,1.831,0.031957,-0.887701
0.706994,0,0,1.831,0.031957,-0.896501
0.707994,0,0,1.831,0.031957,-0.905287
0.708994,0,0,1.831,0.031957,-0.914058
0.709994,0,0,1.831,0.031957,-0.922812
0.710994,0,0,1.831,0.031957,-0.931548
0.711994,0,0,1.831,0.031957,-0.940266
0.712994,0,0,1.831,0.031957,-0.948964
0.713994,0,0,1.831,0.031957,-0.957641
0.714994,0,0,1.831,0.031957,-0.966297
0.715994,0,0,1.831,0.031957,-0.974929
0.716994,0,0,1.831,0.031957,-0.983536
0.717994,0,0,1.831,0.031957,-0.992119
0.718994,0,0,1.831,0.031957,-1.00067
0.719994,0,0,1.831,0.031957,-1.0092
0.720994,0,0,1.831,0.031957,-1.0177
0.721994,0,0,1.831,0.031957,-1.02617
0.722994,0,0,1.831,0.031957,-1.03461
0.723994,0,0,1.831,0.031957,-1.04302
0.724994,0,0,1.831,0.031957,-1.05139
0.725994,0,0,1.831,0.031957,-1.05973
0.726994,0,0,1.831,0.031957,-1.06804
0.727994,0,0,1.831,0.031957,-1.07631
0.728994,0,0,1.831,0.031957,-1.08454
0.729994,0,0,1.831,0.031957,-1.09273
0.730994,0,0,1.831,0.031957,-1.10089
0.731994,0,0,1.831,0.031957,-1.109
0.732994,0,0,1.831,0.031957,-1.11708
0.733994,0,0,1.831,0.031957,-1.12511
0.734994,0,0,1.831,0.031957,-1.13309
0.735994,0,0,1.831,0.031957,-1.14103
0.736994,0,0,1.831,0.031957,-1.14893
0.737994,0,0,1.831,0.031957,-1.15678
0.738994,0,0,1.831,0.031957,-1.16458
0.739994,0,0,1.831,0.031957,-1.17234
0.740994,0,0,1.831,0.031957,-1.18004
0.741994,0,0,1.831,0.031957,-1.1877
0.742994,0,0,1.831,0.031957,-1.1953
0.743994,0,0,1.831,0.031957,-1.20285
0.744994,0,0,1.831,0.031957,-1.21035
0.745994,0,0,1.831,0.031957,-1.21779
0.746994,0,0,1.831,0.031957,-1.22518
0.747994,0,0,1.831,0.031957,-1.23251
0.748994,0,0,1.831,0.031957,-1.23978
0.749994,0,0,1.831,0.031957,-1.247
0.750994,0,0,1.831,0.031957,-1.25416
0.751994,0,0,1.831,0.031957,-1.26125
0.752994,0,0,1.831,0.031957,-1.26829
0.753994,0,0,1.831,0.031957,-1.27526
0.754994,0,0,1.831,0.031957,-1.28218
0.755994,0,0,1.831,0.031957,-1.28902
0.756994,0,0,1.831,0.031957,-1.29581
0.757994,0,0,1.831,0.031957,-1.30252
0.758994,0,0,1.831,0.031957,-1.30918
0.759994,0,0,1.831,0.031957,-1.31576
0.760994,0,0,1.831,0.031957,-1.32228
0.761994,0,0,1.831,0.031957,-1.32873
0.762994,0,0,1.831,0.031957,-1.33511
0.763994,0,0,1.831,0.031957,-1.34142
0.764994,0,0,1.831,0.031957,-1.34765
0.765994,0,0,1.831,0.031957,-1.35382
0.766994,0,0,1.831,0.031957,-1.35991
0.767994,0,0,1.831,0.031957,-1.36593
0.768994,0,0,1.831,0.031957,-1.37188
0.769994,0,0,1.831,0.031957,-1.37775
0.770994,0,0,1.831,0.031957,-1.38354
0.771994,0,0,1.831,0.031957,-1.38926
0.772994,0,0,1.831,0.031957,-1.3949
0.773994,0,0,1.831,0.031957,-1.40047
0.774994,0,0,1.831,0.031957,-1.40595
0.775994,0,0,1.831,0.031957,-1.41135
0.776994,0,0,1.831,0.031957,-1.41668
0.777994,0,0,1.831,0.031957,-1.42192
0.778994,0,0,1.831,0.031957,-1.42709
0.779994,0,0,1.831,0.031957,-1.43217
0.780994,0,0,1.831,0.031957,-1.43716
0.781994,0,0,1.831,0.031957,-1.44208
0.782993,0,0,1.831,0.031957,-1.44691
0.783993,0,0,1.831,0.031957,-1.45166
0.784993,0,0,1.831,0.031957,-1.45632
0.785993,0,0,1.831,0.031957,-1.46089
0.786993,0,0,1.831,0.031957,-1.46538
0.787993,0,0,1.831,0.031957,-1.46978
0.788993,0,0,1.831,0.031957,-1.47409
0.789993,0,0,1.831,0.031957,-1.47832
0.790993,0,0,1.831,0.031957,-1.48246
0.791993,0,0,1.831,0.031957,-1.48651
0.792993,0,0,1.831,0.031957,-1.49046
0.793993,0,0,1.831,0.031957,-1.49433
0.794993,0,0,1.831,0.031957,-1.49811
0.795993,0,0,1.831,0.031957,-1.5018
0.796993,0,0,1.831,0.031957,-1.50539
0.797993,0,0,1.831,0.031957,-1.50889
0.798993,0,0,1.831,0.031957,-1.5123
0.799993,0,0,1.831,0.031957,-1.51562
0.800993,0,0,1.831,0.031957,-1.51884
0.801993,0,0,1.831,0.031957,-1.52197
0.802993,0,0,1.831,0.031957,-1.52501
0.803993,0,0,1.831,0.031957,-1.52795
0.804993,0,0,1.831,0.031957,-1.5308
0.805993,0,0,1.831,0.031957,-1.53355
0.806993,0,0,1.831,0.031957,-1.5362
0.807993,0,0,1.831,0.031957,-1.53876
0.808993,0,0,1.831,0.031957,-1.54123
0.809993,0,0,1.831,0.031957,-1.54359
0.810993,0,0,1.831,0.031957,-1.54586
0.811993,0,0,1.831,0.031957,-1.54803
0.812993,0,0,1.831,0.031957,-1.55011
0.813993,0,0,1.831,0.031957,-1.55208
0.814993,0,0,1.831,0.031957,-1.55396
0.815993,0,0,1.831,0.031957,-1.55574
0.816993,0,0,1.831,0.031957,-1.55742
0.817993,0,0,1.831,0.031957,-1.55901
0.818993,0,0,1.831,0.031957,-1.56049
0.819993,0,0,1.831,0.031957,-1.56187
0.820993,0,0,1.831,0.031957,-1.56316
0.821993,0,0,1.831,0.031957,-1.56435
0.822993,0,0,1.831,0.031957,-1.56543
0.823993,0,0,1.831,0.031957,-1.56642
0.824993,0,0,1.831,0.031957,-1.5673
0.825993,0,0,1.831,0.031957,-1.56809
0.826993,0,0,1.831,0.031957,-1.56878
0.827993,0,0,1.831,0.031957,-1.56936
0.828993,0,0,1.831,0.031957,-1.56985
0.829993,0,0,1.831,0.031957,-1.57024
0.830993,0,0,1.831,0.031957,-1.57052
0.831993,0,0,1.831,0.031957,-1.57071
0.832993,0,0,1.831,0.031957,-1.57079
0.833993,0,0,1.831,0.031957,-1.57077
0.834993,0,0,1.831,0.031957,-1.57066
0.835993,0,0,1.831,0.031957,-1.57044
0.836993,0,0,1.831,0.031957,-1.57012
0.837993,0,0,1.831,0.031957,-1.56971
0.838993,0,0,1.831,0.031957,-1.56919
0.839993,0,0,1.831,0.031957,-1.56857
0.840993,0,0,1.831,0.031957,-1.56785
0.841993,0,0,1.831,0.031957,-1.56703
0.842993,0,0,1.831,0.031957,-1.56611
0.843993,0,0,1.831,0.031957,-1.5651
0.844993,0,0,1.831,0.031957,-1.56398
0.845993,0,0,1.831,0.031957,-1.56276
0.846993,0,0,1.831,0.031957,-1.56144
0.847993,0,0,1.831,0.031957,-1.56003
0.848993,0,0,1.831,0.031957,-1.55851
0.849993,0,0,1.831,0.031957,-1.5569
0.850993,0,0,1.831,0.031957,-1.55518
0.851993,0,0,1.831,0.031957,-1.55337
0.852993,0,0,1.831,0.031957,-1.55146
0.853993,0,0,1.831,0.031957,-1.54946
0.854993,0,0,1.831,0.031957,-1.54735
0.855993,0,0,1.831,0.031957,-1.54515
0.856993,0,0,1.831,0.031957,-1.54285
0.857993,0,0,1.831,0.031957,-1.54045
0.858993,0,0,1.831,0.031957,-1.53796
0.859993,0,0,1.831,0.031957,-1.53537
0.860992,0,0,1.831,0.031957,-1.53268
0.861992,0,0,1.831,0.031957,-1.5299
0.862992,0,0,1.831,0.031957,-1.52702
0.863992,0,0,1.831,0.031957,-1.52405
0.864992,0,0,1.831,0.031957,-1.52099
0.865992,0,0,1.831,0.031957,-1.51783
0.866992,0,0,1.831,0.031957,-1.51457
0.867992,0,0,1.831,0.031957,-1.51123
0.868992,0,0,1.831,0.031957,-1.50779
0.869992,0,0,1.831,0.031957,-1.50425
0.870992,0,0,1.831,0.031957,-1.50063
0.871992,0,0,1.831,0.031957,-1.49691
0.872992,0,0,1.831,0.031957,-1.49311
0.873992,0,0,1.831,0.031957,-1.48921
0.874992,0,0,1.831,0.031957,-1.48522
0.875992,0,0,1.831,0.031957,-1.48115
0.876992,0,0,1.831,0.031957,-1.47698
0.877992,0,0,1.831,0.031957,-1.47273
0.878992,0,0,1.831,0.031957,-1.46839
0.879992,0,0,1.831,0.031957,-1.46396
0.880992,0,0,1.831,0.031957,-1.45944
0.881992,0,0,1.831,0.031957,-1.45484
0.882992,0,0,1.831,0.031957,-1.45015
0.883992,0,0,1.831,0.031957,-1.44538
0.884992,0,0,1.831,0.031957,-1.44052
0.885992,0,0,1.831,0.031957,-1.43558
0.886992,0,0,1.831,0.031957,-1.43055
0.887992,0,0,1.831,0.031957,-1.42545
0.888992,0,0,1.831,0.031957,-1.42026
0.889992,0,0,1.831,0.031957,-1.41499
0.890992,0,0,1.831,0.031957,-1.40964
0.891992,0,0,1.831,0.031957,-1.40421
0.892992,0,0,1.831,0.031957,-1.3987
0.893992,0,0,1.831,0.031957,-1.39311
0.894992,0,0,1.831,0.031957,-1.38745
0.895992,0,0,1.831,0.031957,-1.3817
0.896992,0,0,1.831,0.031957,-1.37588
0.897992,0,0,1.831,0.031957,-1.36999
0.898992,0,0,1.831,0.031957,-1.36402
0.899992,0,0,1.831,0.031957,-1.35798
0.900992,0,0,1.831,0.031957,-1.35186
0.901992,0,0,1.831,0.031957,-1.34567
0.902992,0,0,1.831,0.031957,-1.33941
0.903992,0,0,1.831,0.031957,-1.33308
0.904992,0,0,1.831,0.031957,-1.32668
0.905992,0,0,1.831,0.031957,-1.32021
0.906992,0,0,1.831,0.031957,-1.31367
0.907992,0,0,1.831,0.031957,-1.30706
0.908992,0,0,1.831,0.031957,-1.30039
0.909992,0,0,1.831,0.031957,-1.29365
0.910992,0,0,1.831,0.031957,-1.28685
0.911992,0,0,1.831,0.031957,-1.27998
0.912992,0,0,1.831,0.031957,-1.27305
0.913992,0,0,1.831,0.031957,-1.26605
0.914992,0,0,1.831,0.031957,-1.259
0.915992,0,0,1.831,0.031957,-1.25188
0.916992,0,0,1.831,0.031957,-1.2447
0.917992,0,0,1.831,0.031957,-1.23747
0.918992,0,0,1.831,0.031957,-1.23018
0.919992,0,0,1.831,0.031957,-1.22283
0.920992,0,0,1.831,0.031957,-1.21542
0.921992,0,0,1.831,0.031957,-1.20796
0.922992,0,0,1.831,0.031957,-1.20045
0.923992,0,0,1.831,0.031957,-1.19288
0.924992,0,0,1.831,0.031957,-1.18526
0.925992,0,0,1.831,0.031957,-1.17759
0.926992,0,0,1.831,0.031957,-1.16987
0.927992,0,0,1.831,0.031957,-1.1621
0.928992,0,0,1.831,0.031957,-1.15428
0.929992,0,0,1.831,0.031957,-1.14642
0.930992,0,0,1.831,0.031957,-1.13851
0.931992,0,0,1.831,0.031957,-1.13055
0.932992,0,0,1.831,0.031957,-1.12255
0.933992,0,0,1.831,0.031957,-1.11451
0.934992,0,0,1.831,0.031957,-1.10642
0.935992,0,0,1.831,0.031957,-1.09829
0.936992,0,0,1.831,0.031957,-1.09013
0.937991,0,0,1.831,0.031957,-1.08192
0.938991,0,0,1.831,0.031957,-1.07368
0.939991,0,0,1.831,0.031957,-1.06539
0.940991,0,0,1.831,0.031957,-1.05708
0.941991,0,0,1.831,0.031957,-1.04873
0.942991,0,0,1.831,0.031957,-1.04034
0.943991,0,0,1.831,0.031957,-1.03192
0.944991,0,0,1.831,0.031957,-1.02347
0.945991,0,0,1.831,0.031957,-1.01499
0.946991,0,0,1.831,0.031957,-1.00649
0.947991,0,0,1.831,0.031957,-0.997949
0.948991,0,0,1.831,0.031957,-0.989384
0.949991,0,0,1.831,0.031957,-0.980794
0.950991,0,0,1.831,0.031957,-0.972178
0.951991,0,0,1.831,0.031957,-0.963539
0.952991,0,0,1.831,0.031957,-0.954876
0.953991,0,0,1.831,0.031957,-0.946192
0.954991,0,0,1.831,0.031957,-0.937488
0.955991,0,0,1.831,0.031957,-0.928764
0.956991,0,0,1.831,0.031957,-0.920022
0.957991,0,0,1.831,0.031957,-0.911262
0.958991,0,0,1.831,0.031957,-0.902487
0.959991,0,0,1.831,0.031957,-0.893696
0.960991,0,0,1.831,0.031957,-0.884892
0.961991,0,0,1.831,0.031957,-0.876074
0.962991,0,0,1.831,0.031957,-0.867246
0.963991,0,0,1.831,0.031957,-0.858407
0.964991,0,0,1.831,0.031957,-0.849558
0.965991,0,0,1.831,0.031957,-0.840701
0.966991,0,0,1.831,0.031957,-0.831837
0.967991,0,0,1.831,0.031957,-0.822968
0.968991,0,0,1.831,0.031957,-0.814093
0.969991,0,0,1.831,0.031957,-0.805215
0.970991,0,0,1.831,0.031957,-0.796334
0.971991,0,0,1.831,0.031957,-0.787452
0.972991,0,0,1.831,0.031957,-0.778569
0.973991,0,0,1.831,0.031957,-0.769688
0.974991,0,0,1.831,0.031957,-0.760808
0.975991,0,0,1.831,0.031957,-0.751932
0.976991,0,0,1.831,0.031957,-0.74306
0.977991,0,0,1.831,0.031957,-0.734193
0.978991,0,0,1.831,0.031957,-0.725333
0.979991,0,0,1.831,0.031957,-0.71648
0.980991,0,0,1.831,0.031957,-0.707637
0.981991,0,0,1.831,0.031957,-0.698803
0.982991,0,0,1.831,0.031957,-0.68998
0.983991,0,0,1.831,0.031957,-0.68117
0.984991,0,0,1.831,0.031957,-0.672373
0.985991,0,0,1.831,0.031957,-0.66359
0.986991,0,0,1.831,0.031957,-0.654823
0.987991,0,0,1.831,0.031957,-0.646073
0.988991,0,0,1.831,0.031957,-0.63734
0.989991,0,0,1.831,0.031957,-0.628627
0.990991,0,0,1.831,0.031957,-0.619933
0.991991,0,0,1.831,0.031957,-0.611261
0.992991,0,0,1.831,0.031957,-0.60261
0.993991,0,0,1.831,0.031957,-0.593984
0.994991,0,0,1.831,0.031957,-0.585381
0.995991,0,0,1.831,0.031957,-0.576805
0.996991,0,0,1.831,0.031957,-0.568255
0.997991,0,0,1.831,0.031957,-0.559732
0.998991,0,0,1.831,0.031957,-0.551239
0.999991,0,0,1.831,0.031957,-0.542776
1.00099,0,0,1.831,0.031957,-0.534343
1.00199,0,0,1.831,0.031957,-0.525942
1.00299,0,0,1.831,0.031957,-0.517574
1.00399,0,0,1.831,0.031957,-0.509241
1.00499,0,0,1.831,0.031957,-0.500943
1.00599,0,0,1.831,0.031957,-0.492682
1.00699,0,0,1.831,0.031957,-0.484457
1.00799,0,0,1.831,0.031957,-0.476272
1.00899,0,0,1.831,0.031957,-0.468126
1.00999,0,0,1.831,0.031957,-0.46002
1.01099,0,0,1.831,0.031957,-0.451956
1.01199,0,0,1.831,0.031957,-0.443935
1.01299,0,0,1.831,0.031957,-0.435957
1.01399,0,0,1.831,0.031957,-0.428025
1.01499,0,0,1.831,0.031957,-0.420137
1.01599,0,0,1.831,0.031957,-0.412297
1.01699,0,0,1.831,0.031957,-0.404504
1.01799,0,0,1.831,0.031957,-0.39676
1.01899,0,0,1.831,0.031957,-0.389066
1.01999,0,0,1.831,0.031957,-0.381422
1.02099,0,0,1.831,0.031957,-0.37383
1.02199,0,0,1.831,0.031957,-0.366291
1.02299,0,0,1.831,0.031957,-0.358806
1.02399,0,0,1.831,0.031957,-0.351375
1.02499,0,0,1.831,0.031957,-0.343999
1.02599,0,0,1.831,0.031957,-0.33668
1.02699,0,0,1.831,0.031957,-0.329418
1.02799,0,0,1.831,0.031957,-0.322215
1.02899,0,0,1.831,0.031957,-0.315071
1.02999,0,0,1.831,0.031957,-0.307987
1.03099,0,0,1.831,0.031957,-0.300964
1.03199,0,0,1.831,0.031957,-0.294003
1.03299,0,0,1.831,0.031957,-0.287105
1.03399,0,0,1.831,0.031957,-0.280271
1.03499,0,0,1.831,0.031957,-0.273501
1.03599,0,0,1.831,0.031957,-0.266797
1.03699,0,0,1.831,0.031957,-0.260159
1.03799,0,0,1.831,0.031957,-0.253588
1.03899,0,0,1.831,0.031957,-0.247086
1.03999,0,0,1.831,0.031957,-0.240652
1.04099,0,0,1.831,0.031957,-0.234288
1.04199,0,0,1.831,0.031957,-0.227994
1.04299,0,0,1.831,0.031957,-0.221772
1.04399,0,0,1.831,0.031957,-0.215622
1.04499,0,0,1.831,0.031957,-0.209545
1.04599,0,0,1.831,0.031957,-0.203541
1.04699,0,0,1.831,0.031957,-0.197612
1.04799,0,0,1.831,0.031957,-0.191758
1.04899,0,0,1.831,0.031957,-0.18598
1.04999,0,0,1.831,0.031957,-0.180278
1.05099,0,0,1.831,0.031957,-0.174654
1.05199,0,0,1.831,0.031957,-0.169108
1.05299,0,0,1.831,0.031957,-0.163641
1.05399,0,0,1.831,0.031957,-0.158254
1.05499,0,0,1.831,0.031957,-0.152947
1.05599,0,0,1.831,0.031957,-0.14772
1.05699,0,0,1.831,0.031957,-0.142575
1.05799,0,0,1.831,0.031957,-0.137513
1.05899,0,0,1.831,0.031957,-0.132533
1.05999,0,0,1.831,0.031957,-0.127637
1.06099,0,0,1.831,0.031957,-0.122825
1.06199,0,0,1.831,0.031957,-0.118098
1.06299,0,0,1.831,0.031957,-0.113456
1.06399,0,0,1.831,0.031957,-0.1089
1.06499,0,0,1.831,0.031957,-0.10443
1.06599,0,0,1.831,0.031957,-0.100048
1.06699,0,0,1.831,0.031957,-0.0957534
1.06799,0,0,1.831,0.031957,-0.091547
1.06899,0,0,1.831,0.031957,-0.0874293
1.06999,0,0,1.831,0.031957,-0.083401
1.07099,0,0,1.831,0.031957,-0.0794624
1.07199,0,0,1.831,0.031957,-0.0756141
1.07299,0,0,1.831,0.031957,-0.0718566
1.07399,0,0,1.831,0.031957,-0.0681904
1.07499,0,0,1.831,0.031957,-0.064616
1.07599,0,0,1.831,0.031957,-0.0611337
1.07699,0,0,1.831,0.031957,-0.0577441
1.07799,0,0,1.831,0.031957,-0.0544476
1.07899,0,0,1.831,0.031957,-0.0512446
1.07999,0,0,1.831,0.031957,-0.0481355
1.08099,0,0,1.831,0.031957,-0.0451207
1.08199,0,0,1.831,0.031957,-0.0422006
1.08299,0,0,1.831,0.031957,-0.0393756
1.08399,0,0,1.831,0.031957,-0.036646
1.08499,0,0,1.831,0.031957,-0.0340122
1.08599,0,0,1.831,0.031957,-0.0314745
1.08699,0,0,1.831,0.031957,-0.0290332
1.08799,0,0,1.831,0.031957,-0.0266887
1.08899,0,0,1.831,0.031957,-0.0244413
1.08999,0,0,1.831,0.031957,-0.0222912
1.09099,0,0,1.831,0.031957,-0.0202387
1.092,0,0,1.831,0.031957,-0.0182841
1.093,0,0,1.831,0.031957,-0.0164276
1.094,0,0,1.831,0.031957,-0.0146695
1.095,0,0,1.831,0.031957,-0.01301
1.096,0,0,1.831,0.031957,-0.0114493
1.097,0,0,1.831,0.031957,-0.0099876
1.098,0,0,1.831,0.031957,-0.00862508
1.099,0,0,1.831,0.031957,-0.00736193
1.1,0,0,1.831,0.031957,-0.00619831
1.101,0,0,1.831,0.031957,-0.00513436
1.102,0,0,1.831,0.031957,-0.00417023
1.103,0,0,1.831,0.031957,-0.00330603
1.104,0,0,1.831,0.031957,-0.00254187
1.105,0,0,1.831,0.031957,-0.00187786
1.106,0,0,1.831,0.031957,-0.00131408
1.107,0,0,1.831,0.031957,-0.000850596
1.108,0,0,1.831,0.031957,-0.000487474
1.109,0,0,1.831,0.031957,-0.000224759
1.11,0,0,1.831,0.031957,-6.24827e-05
1.111,0,0,1.831,0.031957,-6.67484e-07
