step_index,time_seconds,target_J1,target_J2,target_J3,qpos_J1,qpos_J2,qpos_J3,Link3_site_x,Link3_site_y,Link3_site_z,tool_site_x,tool_site_y,tool_site_z
60,1.2,0.366,-0.5693333333333334,0.732,0.366,-0.5693333333333334,0.732,0.3574746350043242,0.5309317729659925,0.5129912277775934,0.5554901333157097,0.4723647266301003,0.4370981219511541
61,1.22,0.372,-0.5786666666666667,0.744,0.372,-0.5786666666666667,0.744,0.3530141637027848,0.5344866937303028,0.5122659370074254,0.5516896722634467,0.48045660068019924,0.43474954297906837
62,1.24,0.378,-0.588,0.756,0.378,-0.588,0.756,0.34852731007245535,0.5380050728078929,0.5116013706265563,0.5477602350833822,0.4885365218066867,0.4324868709856469
63,1.26,0.384,-0.5973333333333334,0.768,0.384,-0.5973333333333334,0.768,0.3440150342134146,0.5414866037110765,0.5109978734330501,0.5437028618589321,0.4966021075921394,0.43031235119787353
64,1.28,0.39,-0.6066666666666667,0.78,0.39,-0.6066666666666667,0.78,0.3394783015746867,0.54493098316203,0.5104557755501996,0.5395186637153448,0.5046509685835447,0.4282282014634533
65,1.3,0.396,-0.616,0.792,0.396,-0.616,0.792,0.3349180827283178,0.5483379111192106,0.5099753923468201,0.5352088223707995,0.5126807092681245,0.4262366105929724
66,1.32,0.402,-0.6253333333333333,0.804,0.402,-0.6253333333333333,0.804,0.3303353531422546,0.5517070908034926,0.509557024361017,0.530774589639984,0.520688929053107,0.4243397367144707
67,1.34,0.408,-0.6346666666666666,0.816,0.408,-0.6346666666666666,0.816,0.3257310929520818,0.5550382287240208,0.5092009572274421,0.5262172868904369,0.5286732232490136,0.4225397056416549
68,1.36,0.41400000000000003,-0.644,0.8280000000000001,0.41400000000000003,-0.644,0.8280000000000001,0.32110628673166414,0.5583310347037764,0.5089074616080589,0.5215383044519586,0.5366311840560171,0.42083860925697775
69,1.3800000000000001,0.42000000000000004,-0.6533333333333333,0.8400000000000001,0.42000000000000004,-0.6533333333333333,0.8400000000000001,0.3164619232627568,0.5615852219048537,0.5086767931264305,0.5167391009794526,0.5445604015529366,0.4192385039107933
70,1.4000000000000001,0.426,-0.6626666666666666,0.852,0.426,-0.6626666666666666,0.852,0.31179899530362987,0.5648005068534477,0.5085091923055479,0.5118212027695703,0.5524584646884273,0.4177414088377937
71,1.42,0.432,-0.6719999999999999,0.864,0.432,-0.6719999999999999,0.864,0.3071184993567675,0.5679766094645478,0.5084048845092105,0.5067862030315793,0.5603229622739202,0.41634930459191843
72,1.44,0.43800000000000006,-0.6813333333333333,0.8760000000000001,0.43800000000000006,-0.6813333333333333,0.8760000000000001,0.3024214354356906,0.5711132530663341,0.5083640798869767,0.5016357611129012,0.5681514839778725,0.4150641315009198
73,1.46,0.444,-0.6906666666666667,0.888,0.444,-0.6906666666666667,0.888,0.2977088068309651,0.5742101644242813,0.5083869733226931,0.49637160167980643,0.5759416213208857,0.4138877881417489
74,1.48,0.45,-0.7,0.9,0.45,-0.7,0.9,0.292981619875442,0.5772670737649583,0.508473744386617,0.49099551385377066,0.5836909686712419,0.41282212983792127
