step_index,time_seconds,right_arm_target_1,right_arm_target_2,right_arm_target_3,right_arm_target_4,right_arm_target_5,right_arm_target_6,qpos_0,qpos_1,qpos_2,qpos_3,qpos_4,qpos_5,qpos_6,qpos_7,qpos_8,qpos_9,qpos_10,qpos_11,qpos_12,qpos_13,qpos_14,qpos_15,qpos_16,qpos_17,qpos_18,qpos_19,qpos_20,qpos_21,qpos_22,qpos_23,qpos_24,qpos_25,qpos_26,qpos_27,qpos_28,arm_tip_r_x,arm_tip_r_y,arm_tip_r_z,robot_tip_r_x,robot_tip_r_y,robot_tip_r_z
30,0.15,0.07750000000000001,-0.03875000000000001,0.058124999999999996,0.019375000000000003,-0.019375000000000003,0.011625,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.07750000000000001,-0.03875000000000001,0.058124999999999996,0.019375000000000003,-0.019375000000000003,0.011625,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.64625,-0.24250000000000002,-0.11135,0.9578805486045829,-0.09649092263912906,-0.007441531320019132
31,0.155,0.08000000000000002,-0.04000000000000001,0.06,0.020000000000000004,-0.020000000000000004,0.012,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.08000000000000002,-0.04000000000000001,0.06,0.020000000000000004,-0.020000000000000004,0.012,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.64625,-0.24250000000000002,-0.11135,0.9576164084261088,-0.09421173865728069,-0.007706621548149992
32,0.16,0.0825,-0.04125,0.06187499999999999,0.020625,-0.020625,0.012374999999999999,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0825,-0.04125,0.06187499999999999,0.020625,-0.020625,0.012374999999999999,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.64625,-0.24250000000000002,-0.11135,0.9573456657998622,-0.09193349865017378,-0.00797165723483452
33,0.165,0.085,-0.0425,0.06375,0.02125,-0.02125,0.01275,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.085,-0.0425,0.06375,0.02125,-0.02125,0.01275,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.64625,-0.24250000000000002,-0.11135,0.9570683240781689,-0.08965622339491162,-0.00823663777263956
34,0.17,0.08750000000000001,-0.043750000000000004,0.065625,0.021875000000000002,-0.021875000000000002,0.013125,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.08750000000000001,-0.043750000000000004,0.065625,0.021875000000000002,-0.021875000000000002,0.013125,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.64625,-0.24250000000000002,-0.11135,0.9567843866823117,-0.08737993365663252,-0.008501562554227482
35,0.17500000000000002,0.09000000000000001,-0.045000000000000005,0.0675,0.022500000000000003,-0.022500000000000003,0.0135,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.09000000000000001,-0.045000000000000005,0.0675,0.022500000000000003,-0.022500000000000003,0.0135,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.64625,-0.24250000000000002,-0.11135,0.9564938571024851,-0.08510465018827269,-0.008766430972356814
36,0.18,0.09250000000000001,-0.046250000000000006,0.069375,0.023125000000000003,-0.023125000000000003,0.013875,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.09250000000000001,-0.046250000000000006,0.069375,0.023125000000000003,-0.023125000000000003,0.013875,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.64625,-0.24250000000000002,-0.11135,0.9561967388977535,-0.08283039373032954,-0.009031242419883213
37,0.185,0.095,-0.0475,0.07125,0.02375,-0.02375,0.014249999999999999,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.095,-0.0475,0.07125,0.02375,-0.02375,0.014249999999999999,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.64625,-0.24250000000000002,-0.11135,0.9558930356960054,-0.0805571850106247,-0.009295996289760251
38,0.19,0.0975,-0.04875,0.073125,0.024375,-0.024375,0.014624999999999999,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0975,-0.04875,0.073125,0.024375,-0.024375,0.014624999999999999,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.64625,-0.24250000000000002,-0.11135,0.9555827511939072,-0.07828504474406768,-0.009560691975040222
39,0.195,0.1,-0.05,0.075,0.025,-0.025,0.015,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.1,-0.05,0.075,0.025,-0.025,0.015,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.64625,-0.24250000000000002,-0.11135,0.9552658891568585,-0.07601399363241948,-0.009825328868875017
40,0.2,0.1025,-0.05125,0.07687499999999999,0.025625,-0.025625,0.015374999999999998,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.1025,-0.05125,0.07687499999999999,0.025625,-0.025625,0.015374999999999998,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.64625,-0.24250000000000002,-0.11135,0.954942453418942,-0.07374405236405636,-0.010089906364516935
41,0.20500000000000002,0.10500000000000001,-0.052500000000000005,0.07875,0.026250000000000002,-0.026250000000000002,0.01575,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.10500000000000001,-0.052500000000000005,0.07875,0.026250000000000002,-0.026250000000000002,0.01575,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.64625,-0.24250000000000002,-0.11135,0.9546124478828794,-0.07147524161373373,-0.01035442385531958
42,0.21,0.1075,-0.05375,0.08062499999999999,0.026875,-0.026875,0.016125,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.1075,-0.05375,0.08062499999999999,0.026875,-0.026875,0.016125,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.64625,-0.24250000000000002,-0.11135,0.9542758765199795,-0.06920758204235042,-0.010618880734738505
43,0.215,0.11000000000000001,-0.05500000000000001,0.0825,0.027500000000000004,-0.027500000000000004,0.0165,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.11000000000000001,-0.05500000000000001,0.0825,0.027500000000000004,-0.027500000000000004,0.0165,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.64625,-0.24250000000000002,-0.11135,0.9539327433700889,-0.06694109429671288,-0.010883276396332284
44,0.22,0.1125,-0.05625,0.08437499999999999,0.028125,-0.028125,0.016875,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.1125,-0.05625,0.08437499999999999,0.028125,-0.028125,0.016875,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.64625,-0.24250000000000002,-0.11135,0.9535830525415417,-0.06467579900929975,-0.011147610233763162
45,0.225,0.11499999999999999,-0.057499999999999996,0.08625,0.028749999999999998,-0.028749999999999998,0.017249999999999998,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.11499999999999999,-0.057499999999999996,0.08625,0.028749999999999998,-0.028749999999999998,0.017249999999999998,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.64625,-0.24250000000000002,-0.11135,0.9532268082111098,-0.06241171679802648,-0.011411881640798007
46,0.23,0.11750000000000001,-0.058750000000000004,0.088125,0.029375000000000002,-0.029375000000000002,0.017625,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.11750000000000001,-0.058750000000000004,0.088125,0.029375000000000002,-0.029375000000000002,0.017625,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.64625,-0.24250000000000002,-0.11135,0.9528640146239473,-0.06014886826601024,-0.01167609001130907
47,0.23500000000000001,0.12,-0.06,0.09,0.03,-0.03,0.018,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.12,-0.06,0.09,0.03,-0.03,0.018,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.64625,-0.24250000000000002,-0.11135,0.9524946760935404,-0.05788727400133503,-0.011940234739274774
48,0.24,0.12250000000000001,-0.061250000000000006,0.091875,0.030625000000000003,-0.030625000000000003,0.018375,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.12250000000000001,-0.061250000000000006,0.091875,0.030625000000000003,-0.030625000000000003,0.018375,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.64625,-0.24250000000000002,-0.11135,0.952118797001652,-0.05562695457681674,-0.012204315218780723
49,0.245,0.125,-0.0625,0.09375,0.03125,-0.03125,0.01875,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.125,-0.0625,0.09375,0.03125,-0.03125,0.01875,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.64625,-0.24250000000000002,-0.11135,0.9517363817982674,-0.05336793054976888,-0.012468330844020359
50,0.25,0.1275,-0.06375,0.09562499999999999,0.031875,-0.031875,0.019125,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.1275,-0.06375,0.09562499999999999,0.031875,-0.031875,0.019125,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.64625,-0.24250000000000002,-0.11135,0.951347435001539,-0.0511102224617679,-0.012732281009295786
51,0.255,0.13,-0.065,0.0975,0.0325,-0.0325,0.0195,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.13,-0.065,0.0975,0.0325,-0.0325,0.0195,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.64625,-0.24250000000000002,-0.11135,0.9509519611977284,-0.04885385083841931,-0.012996165109018815
52,0.26,0.1325,-0.06625,0.09937499999999999,0.033125,-0.033125,0.019875,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.1325,-0.06625,0.09937499999999999,0.033125,-0.033125,0.019875,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.64625,-0.24250000000000002,-0.11135,0.9505499650411531,-0.04659883618912343,-0.013259982537711495
53,0.265,0.135,-0.0675,0.10125,0.03375,-0.03375,0.02025,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.135,-0.0675,0.10125,0.03375,-0.03375,0.02025,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.64625,-0.24250000000000002,-0.11135,0.9501414512541234,-0.044345199006842105,-0.013523732690007187
54,0.27,0.1375,-0.06875,0.103125,0.034375,-0.034375,0.020624999999999998,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.1375,-0.06875,0.103125,0.034375,-0.034375,0.020624999999999998,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.64625,-0.24250000000000002,-0.11135,0.9497264246268876,-0.04209295976786462,-0.013787414960651249
55,0.275,0.13999999999999999,-0.06999999999999999,0.105,0.034999999999999996,-0.034999999999999996,0.020999999999999998,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.13999999999999999,-0.06999999999999999,0.105,0.034999999999999996,-0.034999999999999996,0.020999999999999998,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.64625,-0.24250000000000002,-0.11135,0.9493048900175698,-0.03984213893157479,-0.014051028744501938
56,0.28,0.14250000000000002,-0.07125000000000001,0.106875,0.035625000000000004,-0.035625000000000004,0.021374999999999998,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.14250000000000002,-0.07125000000000001,0.106875,0.035625000000000004,-0.035625000000000004,0.021374999999999998,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.64625,-0.24250000000000002,-0.11135,0.9488768523521114,-0.03759275694021763,-0.014314573436531277
57,0.28500000000000003,0.145,-0.0725,0.10875,0.03625,-0.03625,0.02175,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.145,-0.0725,0.10875,0.03625,-0.03625,0.02175,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.64625,-0.24250000000000002,-0.11135,0.9484423166242085,-0.035344834218666674,-0.014578048431825709
