step_index,time_seconds,target_x,target_y,target_z,actual_x,actual_y,actual_z,error_x,error_y,error_z,position_error_norm,experiment_case_id,tcp_label,joint_1,joint_2,joint_3
14,0.28,0.106287,-0.41627,1.132398,0.024313394208769712,-0.514167176343301,1.0039554547677998,0.0819736057912303,0.09789717634330103,0.12844254523220022,0.18111050938069057,tcp_case_3,tcp_up_5cm,0.14454798166018296,-0.1789510594477047,2.5113187149943105e-12
15,0.3,0.106287,-0.41627,1.132398,0.028823572911252343,-0.511056100615421,1.0100501892451839,0.07746342708874766,0.09478610061542098,0.12234781075481616,0.1730721647253155,tcp_case_3,tcp_up_5cm,0.15418451377086181,-0.19088113007755167,2.6787399626605978e-12
16,0.32,0.106287,-0.41627,1.132398,0.033264267603866,-0.5078345797927708,1.0161100467180557,0.07302273239613401,0.09156457979277083,0.1162879532819443,0.1650432664416448,tcp_case_3,tcp_up_5cm,0.1638210458815407,-0.20281120070739866,2.846161210326885e-12
17,0.34,0.106287,-0.41627,1.132398,0.03763315611559124,-0.504504202534535,1.0221341647110627,0.06865384388440876,0.08823420253453501,0.11026383528893735,0.1570246418548249,tcp_case_3,tcp_up_5cm,0.17345757799221953,-0.21474127133724563,3.0135824579931722e-12
18,0.36,0.106287,-0.41627,1.132398,0.04192795157747718,-0.5010666071933262,1.0281216858355706,0.06435904842252282,0.08479660719332621,0.1042763141644294,0.1490171178122523,tcp_case_3,tcp_up_5cm,0.18309411010289842,-0.22667134196709263,3.18100370565946e-12
19,0.38,0.106287,-0.41627,1.132398,0.046146403484969886,-0.497523481037227,1.0340717579116936,0.06014059651503012,0.08125348103722702,0.09832624208830643,0.14102152109894045,tcp_case_3,tcp_up_5cm,0.19273064221357727,-0.2386014125969396,3.348424953325747e-12
20,0.4,0.106287,-0.41627,1.132398,0.05028629874316881,-0.4938765594491135,1.0399835340895853,0.056000701256831195,0.07760655944911354,0.09241446591041469,0.13303867903843922,tcp_case_3,tcp_up_5cm,0.20236717432425616,-0.2505314832267866,3.5158462009920348e-12
21,0.42,0.106287,-0.41627,1.132398,0.054345462694524414,-0.490127625103632,1.0458561729699665,0.05194153730547559,0.07385762510363203,0.08654182703003355,0.12506942036045826,tcp_case_3,tcp_up_5cm,0.21200370643493502,-0.26246155385663356,3.683267448658322e-12
22,0.44,0.106287,-0.41627,1.132398,0.05832176012850019,-0.4862785071222169,1.0516888387238834,0.04796523987149982,0.0700085071222169,0.0807091612761166,0.11711457645957744,tcp_case_3,tcp_up_5cm,0.22164023854561388,-0.2743916244864805,3.85068869632461e-12
23,0.46,0.106287,-0.41627,1.132398,0.06221309627273015,-0.48233108020653875,1.0574807012116663,0.04407390372726985,0.06606108020653878,0.07491729878833375,0.10917498324046528,tcp_case_3,tcp_up_5cm,0.23127677065629274,-0.2863216951163275,4.018109943990897e-12
24,0.48,0.106287,-0.41627,1.132398,0.06601741776521,-0.47828726375079234,1.0632309361010845,0.040269582234790005,0.06201726375079236,0.06916706389891547,0.10125148386515881,tcp_case_3,tcp_up_5cm,0.24091330276697162,-0.2982517657461745,4.185531191657184e-12
25,0.5,0.106287,-0.41627,1.132398,0.06973271360707003,-0.4741490209332374,1.06893872498467,0.03655428639292997,0.057879020933237435,0.06345927501533,0.09334493292813364,tcp_case_3,tcp_up_5cm,0.2505498348776505,-0.3101818363760215,4.352952439323471e-12
26,0.52,0.106287,-0.41627,1.132398,0.07335701609548967,-0.4699183577874129,1.0746032554962015,0.03292998390451034,0.05364835778741295,0.05779474450379851,0.08545620296676497,tcp_case_3,tcp_up_5cm,0.2601863669883293,-0.32211190700586845,4.5203736869897586e-12
27,0.54,0.106287,-0.41627,1.132398,0.07688840173631575,-0.4655973222534631,1.0802237214263262,0.029398598263684253,0.049327322253463146,0.05217427857367385,0.0775861949398849,tcp_case_3,tcp_up_5cm,0.2698228990990082,-0.3340419776357154,4.687794934656046e-12
28,0.56,0.106287,-0.41627,1.132398,0.08032499213596292,-0.4611880032100154,1.0857993228373044,0.025962007864037087,0.044918003210015434,0.04659867716269561,0.0697358557559912,tcp_case_3,tcp_up_5cm,0.2794594312096871,-0.34597204826556244,4.855216182322334e-12
29,0.58,0.106287,-0.41627,1.132398,0.08366495487218398,-0.45669252948706407,1.091329266176866,0.02262204512781603,0.040422529487064096,0.04106873382313392,0.061906209007925324,tcp_case_3,tcp_up_5cm,0.2890959633203659,-0.3579021188954094,5.022637429988621e-12
30,0.6,0.106287,-0.41627,1.132398,0.08690650434329958,-0.4521130688603143,1.0968127643911534,0.019380495656700428,0.03584306886031435,0.03558523560884663,0.054098412089096916,tcp_case_3,tcp_up_5cm,0.2987324954310448,-0.36983218952525637,5.190058677654908e-12
31,0.62,0.106287,-0.41627,1.132398,0.09004790259549945,-0.4474518270274662,1.1022490370367397,0.016239097404500552,0.031181827027466247,0.030148962963260306,0.046313870374259616,tcp_case_3,tcp_up_5cm,0.30836902754172363,-0.38176226015510334,5.3574799253211955e-12
32,0.64,0.106287,-0.41627,1.132398,0.09308746012782468,-0.4427110465669063,1.1076373103917108,0.013199539872175328,0.026441046566906323,0.024760689608289255,0.03855448801720104,tcp_case_3,tcp_up_5cm,0.3180055596524025,-0.39369233078495036,5.524901172987483e-12
33,0.66,0.106287,-0.41627,1.132398,0.09602353667446246,-0.4378930058792969,1.1129768175657841,0.010263463325537542,0.02162300587929694,0.019421182434215867,0.03082329297518127,tcp_case_3,tcp_up_5cm,0.3276420917630814,-0.40562240141479733,5.69232242065377e-12
34,0.68,0.106287,-0.41627,1.132398,0.09885454196398652,-0.43300001811255845,1.1182667986094614,0.007432458036013487,0.016730018112558476,0.014131201390538584,0.023126300855164792,tcp_case_3,tcp_up_5cm,0.33727862387376023,-0.4175524720446443,5.859743668320057e-12
35,0.7000000000000001,0.106287,-0.41627,1.132398,0.10157893645519017,-0.4280344300707427,1.123506500622188,0.004708063544809835,0.011764430070742737,0.008891499377811973,0.015479872041363715,tcp_case_3,tcp_up_5cm,0.34691515598443906,-0.42948254267449126,6.0271649159863445e-12
36,0.72,0.106287,-0.41627,1.132398,0.10419523204917469,-0.42299862110730835,1.1286951778595118,0.0020917679508253156,0.006728621107308375,0.0037028221404882267,0.007959945161237327,tcp_case_3,tcp_up_5cm,0.356551688095118,-0.4414126133043383,6.1945861636526325e-12
37,0.74,0.106287,-0.41627,1.132398,0.10670199277735543,-0.41789500200331503,1.1338320918392248,-0.00041499277735541906,0.001625002003315057,-0.001434091839224827,0.002206687544571356,tcp_case_3,tcp_up_5cm,0.36618822020579683,-0.45334268393418525,6.36200741131892e-12
38,0.76,0.106287,-0.41627,1.132398,0.10670199277735543,-0.41789500200331503,1.1338320918392248,-0.00041499277735541906,0.001625002003315057,-0.001434091839224827,0.002206687544571356,tcp_case_3,tcp_up_5cm,0.36618822020579683,-0.45334268393418525,6.36200741131892e-12
39,0.78,0.106287,-0.41627,1.132398,0.10670199277735543,-0.41789500200331503,1.1338320918392248,-0.00041499277735541906,0.001625002003315057,-0.001434091839224827,0.002206687544571356,tcp_case_3,tcp_up_5cm,0.36618822020579683,-0.45334268393418525,6.36200741131892e-12
40,0.8,0.106287,-0.41627,1.132398,0.10670199277735543,-0.41789500200331503,1.1338320918392248,-0.00041499277735541906,0.001625002003315057,-0.001434091839224827,0.002206687544571356,tcp_case_3,tcp_up_5cm,0.36618822020579683,-0.45334268393418525,6.36200741131892e-12
41,0.8200000000000001,0.106287,-0.41627,1.132398,0.10670199277735543,-0.41789500200331503,1.1338320918392248,-0.00041499277735541906,0.001625002003315057,-0.001434091839224827,0.002206687544571356,tcp_case_3,tcp_up_5cm,0.36618822020579683,-0.45334268393418525,6.36200741131892e-12
42,0.84,0.106287,-0.41627,1.132398,0.10670199277735543,-0.41789500200331503,1.1338320918392248,-0.00041499277735541906,0.001625002003315057,-0.001434091839224827,0.002206687544571356,tcp_case_3,tcp_up_5cm,0.36618822020579683,-0.45334268393418525,6.36200741131892e-12
43,0.86,0.106287,-0.41627,1.132398,0.10670199277735543,-0.41789500200331503,1.1338320918392248,-0.00041499277735541906,0.001625002003315057,-0.001434091839224827,0.002206687544571356,tcp_case_3,tcp_up_5cm,0.36618822020579683,-0.45334268393418525,6.36200741131892e-12
44,0.88,0.106287,-0.41627,1.132398,0.10670199277735543,-0.41789500200331503,1.1338320918392248,-0.00041499277735541906,0.001625002003315057,-0.001434091839224827,0.002206687544571356,tcp_case_3,tcp_up_5cm,0.36618822020579683,-0.45334268393418525,6.36200741131892e-12
45,0.9,0.106287,-0.41627,1.132398,0.10670199277735543,-0.41789500200331503,1.1338320918392248,-0.00041499277735541906,0.001625002003315057,-0.001434091839224827,0.002206687544571356,tcp_case_3,tcp_up_5cm,0.36618822020579683,-0.45334268393418525,6.36200741131892e-12
46,0.92,0.106287,-0.41627,1.132398,0.10670199277735543,-0.41789500200331503,1.1338320918392248,-0.00041499277735541906,0.001625002003315057,-0.001434091839224827,0.002206687544571356,tcp_case_3,tcp_up_5cm,0.36618822020579683,-0.45334268393418525,6.36200741131892e-12
47,0.9400000000000001,0.106287,-0.41627,1.132398,0.10670199277735543,-0.41789500200331503,1.1338320918392248,-0.00041499277735541906,0.001625002003315057,-0.001434091839224827,0.002206687544571356,tcp_case_3,tcp_up_5cm,0.36618822020579683,-0.45334268393418525,6.36200741131892e-12
48,0.96,0.106287,-0.41627,1.132398,0.10670199277735543,-0.41789500200331503,1.1338320918392248,-0.00041499277735541906,0.001625002003315057,-0.001434091839224827,0.002206687544571356,tcp_case_3,tcp_up_5cm,0.36618822020579683,-0.45334268393418525,6.36200741131892e-12
49,0.98,0.106287,-0.41627,1.132398,0.10670199277735543,-0.41789500200331503,1.1338320918392248,-0.00041499277735541906,0.001625002003315057,-0.001434091839224827,0.002206687544571356,tcp_case_3,tcp_up_5cm,0.36618822020579683,-0.45334268393418525,6.36200741131892e-12
50,1.0,0.106287,-0.41627,1.132398,0.10670199277735543,-0.41789500200331503,1.1338320918392248,-0.00041499277735541906,0.001625002003315057,-0.001434091839224827,0.002206687544571356,tcp_case_3,tcp_up_5cm,0.36618822020579683,-0.45334268393418525,6.36200741131892e-12
51,1.02,0.106287,-0.41627,1.132398,0.10670199277735543,-0.41789500200331503,1.1338320918392248,-0.00041499277735541906,0.001625002003315057,-0.001434091839224827,0.002206687544571356,tcp_case_3,tcp_up_5cm,0.36618822020579683,-0.45334268393418525,6.36200741131892e-12
52,1.04,0.106287,-0.41627,1.132398,0.10670199277735543,-0.41789500200331503,1.1338320918392248,-0.00041499277735541906,0.001625002003315057,-0.001434091839224827,0.002206687544571356,tcp_case_3,tcp_up_5cm,0.36618822020579683,-0.45334268393418525,6.36200741131892e-12
53,1.06,0.106287,-0.41627,1.132398,0.10670199277735543,-0.41789500200331503,1.1338320918392248,-0.00041499277735541906,0.001625002003315057,-0.001434091839224827,0.002206687544571356,tcp_case_3,tcp_up_5cm,0.36618822020579683,-0.45334268393418525,6.36200741131892e-12
54,1.08,0.106287,-0.41627,1.132398,0.10670199277735543,-0.41789500200331503,1.1338320918392248,-0.00041499277735541906,0.001625002003315057,-0.001434091839224827,0.002206687544571356,tcp_case_3,tcp_up_5cm,0.36618822020579683,-0.45334268393418525,6.36200741131892e-12
55,1.1,0.106287,-0.41627,1.132398,0.10670199277735543,-0.41789500200331503,1.1338320918392248,-0.00041499277735541906,0.001625002003315057,-0.001434091839224827,0.002206687544571356,tcp_case_3,tcp_up_5cm,0.36618822020579683,-0.45334268393418525,6.36200741131892e-12
56,1.12,0.106287,-0.41627,1.132398,0.10670199277735543,-0.41789500200331503,1.1338320918392248,-0.00041499277735541906,0.001625002003315057,-0.001434091839224827,0.002206687544571356,tcp_case_3,tcp_up_5cm,0.36618822020579683,-0.45334268393418525,6.36200741131892e-12
57,1.1400000000000001,0.106287,-0.41627,1.132398,0.10670199277735543,-0.41789500200331503,1.1338320918392248,-0.00041499277735541906,0.001625002003315057,-0.001434091839224827,0.002206687544571356,tcp_case_3,tcp_up_5cm,0.36618822020579683,-0.45334268393418525,6.36200741131892e-12
